"Ind","Block","Pos","Date","Measurer","Egg","Larv","Adt","Wvl","OH","U","D","PropDam","Treatment"
"E1-169","E1","169",2020-07-01,"Darcey",NA,NA,NA,0,NA,9,0,0,"Sprayed"
"E1-170","E1","170",2020-07-01,"Darcey",NA,NA,NA,0,NA,5,0,0,"Sprayed"
"E1-171","E1","171",2020-07-01,"Darcey",NA,NA,NA,0,NA,2,0,0,"Sprayed"
"E1-172","E1","172",2020-07-01,"Darcey",NA,NA,NA,0,NA,6,0,0,"Sprayed"
"E1-173","E1","173",2020-07-01,"Darcey",NA,NA,NA,0,NA,8,0,0,"Sprayed"
"E1-174","E1","174",2020-07-01,"Darcey",NA,NA,NA,0,NA,6,0,0,"Sprayed"
"E1-175","E1","175",2020-07-01,"Darcey",NA,NA,NA,0,NA,4,0,0,"Sprayed"
"E1-176","E1","176",2020-07-01,"Darcey",NA,NA,NA,0,NA,3,0,0,"Sprayed"
"E1-177","E1","177",2020-07-01,"Darcey",NA,NA,NA,0,NA,5,0,0,"Sprayed"
"E1-178","E1","178",2020-07-01,"Darcey",NA,NA,NA,1,NA,5,0,0,"Sprayed"
"E1-179","E1","179",2020-07-01,"Darcey",NA,NA,NA,0,NA,5,0,0,"Sprayed"
"E1-180","E1","180",2020-07-01,"Darcey",NA,NA,NA,1,NA,6,0,0,"Sprayed"
"E1-181","E1","181",2020-07-01,"Darcey",NA,NA,NA,1,NA,2,0,0,"Sprayed"
"E1-182","E1","182",2020-07-01,"Darcey",NA,NA,NA,0,NA,4,0,0,"Sprayed"
"E1-183","E1","183",2020-07-01,"Darcey",NA,NA,NA,1,NA,3,0,0,"Sprayed"
"E1-184","E1","184",2020-07-01,"Darcey",NA,NA,NA,0,NA,3,0,0,"Sprayed"
"E1-185","E1","185",2020-07-01,"Darcey",NA,NA,NA,2,NA,3,0,0,"Sprayed"
"E1-186","E1","186",2020-07-01,"Darcey",NA,NA,NA,0,NA,3,0,0,"Sprayed"
"E1-187","E1","187",2020-07-01,"Darcey",NA,NA,NA,0,NA,4,0,0,"Sprayed"
"E1-188","E1","188",2020-07-01,"Darcey",NA,NA,NA,0,NA,4,0,0,"Sprayed"
"E1-189","E1","189",2020-07-01,"Darcey",NA,NA,NA,1,NA,3,0,0,"Sprayed"
"E1-190","E1","190",2020-07-01,"Darcey",NA,NA,NA,0,NA,5,0,0,"Sprayed"
"E1-191","E1","191",2020-07-01,"Darcey",NA,NA,NA,0,NA,6,0,0,"Sprayed"
"E1-192","E1","192",2020-07-01,"Darcey",NA,NA,NA,0,NA,5,0,0,"Sprayed"
"E1-193","E1","193",2020-07-01,"Darcey",NA,NA,NA,0,NA,2,0,0,"Sprayed"
"E1-194","E1","194",2020-07-01,"Darcey",NA,NA,NA,0,NA,5,0,0,"Sprayed"
"E1-195","E1","195",2020-07-01,"Darcey",NA,NA,NA,0,NA,3,0,0,"Sprayed"
"E1-196","E1","196",2020-07-01,"Darcey",NA,NA,NA,0,NA,4,0,0,"Sprayed"
"E1-197","E1","197",2020-07-01,"Darcey",NA,NA,NA,0,NA,1,0,0,"Sprayed"
"E1-198","E1","198",2020-07-01,"Darcey",NA,NA,NA,0,NA,6,0,0,"Sprayed"
"E1-199","E1","199",2020-07-01,"Darcey",NA,NA,NA,0,NA,6,0,0,"Sprayed"
"E1-200","E1","200",2020-07-01,"Darcey",NA,NA,NA,0,NA,4,0,0,"Sprayed"
"E2-1","E2","1",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-2","E2","2",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-3","E2","3",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E2-4","E2","4",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-5","E2","5",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-6","E2","6",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-7","E2","7",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-8","E2","8",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-9","E2","9",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-10","E2","10",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E2-11","E2","11",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-12","E2","12",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-13","E2","13",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-14","E2","14",2020-07-01,"Darcey",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E2-15","E2","15",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,0,NA,"Unsprayed"
"E2-16","E2","16",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-17","E2","17",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E2-18","E2","18",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-19","E2","19",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,7,1,"Unsprayed"
"E2-20","E2","20",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-21","E2","21",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-22","E2","22",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-23","E2","23",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,9,1,"Unsprayed"
"E2-24","E2","24",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-25","E2","25",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-26","E2","26",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-27","E2","27",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-28","E2","28",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-29","E2","29",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,8,1,"Unsprayed"
"E2-30","E2","30",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-31","E2","31",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-32","E2","32",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-33","E2","33",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,7,1,"Unsprayed"
"E2-34","E2","34",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E2-35","E2","35",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E2-36","E2","36",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-37","E2","37",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-38","E2","38",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-39","E2","39",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E2-40","E2","40",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E2-41","E2","41",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-42","E2","42",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E2-43","E2","43",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-44","E2","44",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-45","E2","45",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-46","E2","46",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-47","E2","47",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E2-48","E2","48",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-49","E2","49",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-50","E2","50",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-51","E2","51",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,7,1,"Unsprayed"
"E2-52","E2","52",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-53","E2","53",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-54","E2","54",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-55","E2","55",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,7,1,"Unsprayed"
"E2-56","E2","56",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E2-57","E2","57",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-58","E2","58",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,8,1,"Unsprayed"
"E2-59","E2","59",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-60","E2","60",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-61","E2","61",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-62","E2","62",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,7,1,"Unsprayed"
"E2-63","E2","63",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E2-64","E2","64",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-65","E2","65",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,8,1,"Unsprayed"
"E2-66","E2","66",2020-07-01,"Darcey",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E2-67","E2","67",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E2-68","E2","68",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-69","E2","69",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-70","E2","70",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-71","E2","71",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-72","E2","72",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-73","E2","73",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,10,1,"Unsprayed"
"E2-74","E2","74",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-75","E2","75",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-76","E2","76",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-77","E2","77",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-78","E2","78",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,7,1,"Unsprayed"
"E2-79","E2","79",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-80","E2","80",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E2-81","E2","81",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,10,1,"Unsprayed"
"E2-82","E2","82",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E2-83","E2","83",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,11,1,"Unsprayed"
"E2-84","E2","84",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-85","E2","85",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,8,1,"Unsprayed"
"E2-86","E2","86",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E2-87","E2","87",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-88","E2","88",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E2-89","E2","89",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-90","E2","90",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-91","E2","91",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-92","E2","92",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,9,1,"Unsprayed"
"E2-93","E2","93",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-94","E2","94",2020-07-01,"Darcey",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E2-95","E2","95",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-96","E2","96",2020-07-01,"Darcey",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E2-97","E2","97",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-98","E2","98",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,10,1,"Unsprayed"
"E2-99","E2","99",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-100","E2","100",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-101","E2","101",2020-07-01,"Darcey",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E2-102","E2","102",2020-07-01,"Darcey",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E2-103","E2","103",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,10,1,"Unsprayed"
"E2-104","E2","104",2020-07-01,"Darcey",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E2-105","E2","105",2020-07-01,"Darcey",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E2-106","E2","106",2020-07-01,"Darcey",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E2-107","E2","107",2020-07-01,"Darcey",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E2-108","E2","108",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,8,1,"Unsprayed"
"E2-109","E2","109",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-110","E2","110",2020-07-01,"Darcey",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E2-111","E2","111",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-112","E2","112",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-113","E2","113",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-114","E2","114",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-115","E2","115",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-116","E2","116",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,7,1,"Unsprayed"
"E2-117","E2","117",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E2-118","E2","118",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-119","E2","119",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-120","E2","120",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,7,1,"Unsprayed"
"E2-121","E2","121",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E2-122","E2","122",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-123","E2","123",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E2-124","E2","124",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-125","E2","125",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-126","E2","126",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-127","E2","127",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-128","E2","128",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E2-129","E2","129",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-130","E2","130",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-131","E2","131",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-132","E2","132",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-133","E2","133",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-134","E2","134",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-135","E2","135",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,8,1,"Unsprayed"
"E2-136","E2","136",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-137","E2","137",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,7,1,"Unsprayed"
"E2-138","E2","138",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E2-139","E2","139",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E2-140","E2","140",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-141","E2","141",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E2-142","E2","142",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-143","E2","143",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E2-144","E2","144",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-145","E2","145",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E2-146","E2","146",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E2-147","E2","147",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-148","E2","148",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-149","E2","149",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-150","E2","150",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E2-151","E2","151",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-152","E2","152",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-153","E2","153",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-154","E2","154",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-155","E2","155",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-156","E2","156",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E2-157","E2","157",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-158","E2","158",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-159","E2","159",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E2-160","E2","160",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-161","E2","161",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E2-162","E2","162",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,7,1,"Unsprayed"
"E2-163","E2","163",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,0,NA,"Unsprayed"
"E2-164","E2","164",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-165","E2","165",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-166","E2","166",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-167","E2","167",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-168","E2","168",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-169","E2","169",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-170","E2","170",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E2-171","E2","171",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-172","E2","172",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-173","E2","173",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E2-174","E2","174",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-175","E2","175",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-176","E2","176",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-177","E2","177",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-178","E2","178",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-179","E2","179",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-180","E2","180",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E2-181","E2","181",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E2-182","E2","182",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,7,1,"Unsprayed"
"E2-183","E2","183",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E2-184","E2","184",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-185","E2","185",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-186","E2","186",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-187","E2","187",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-188","E2","188",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-189","E2","189",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E2-190","E2","190",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-191","E2","191",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-192","E2","192",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-193","E2","193",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E2-194","E2","194",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E2-195","E2","195",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-196","E2","196",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-197","E2","197",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E2-198","E2","198",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,0,NA,"Unsprayed"
"E2-199","E2","199",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-200","E2","200",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E2-201","E2","201",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,9,1,"Unsprayed"
"E2-202","E2","202",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E2-203","E2","203",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E2-204","E2","204",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E2-205","E2","205",2020-07-01,"Darcey",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E3-1","E3","1",2020-07-01,"Darcey",NA,NA,NA,0,NA,10,0,0,"Sprayed"
"E3-2","E3","2",2020-07-01,"Darcey",NA,NA,NA,1,NA,7,0,0,"Sprayed"
"E3-3","E3","3",2020-07-01,"Darcey",NA,NA,NA,0,NA,2,0,0,"Sprayed"
"E3-4","E3","4",2020-07-01,"Darcey",NA,NA,NA,1,NA,4,0,0,"Sprayed"
"E3-5","E3","5",2020-07-01,"Darcey",NA,NA,NA,1,NA,5,0,0,"Sprayed"
"E3-6","E3","6",2020-07-01,"Darcey",NA,NA,NA,0,NA,1,0,0,"Sprayed"
"E3-7","E3","7",2020-07-01,"Darcey",NA,NA,NA,0,NA,2,0,0,"Sprayed"
"E3-8","E3","8",2020-07-01,"Darcey",NA,NA,NA,0,NA,15,0,0,"Sprayed"
"E3-9","E3","9",2020-07-01,"Darcey",NA,NA,NA,0,NA,3,0,0,"Sprayed"
"E3-10","E3","10",2020-07-01,"Darcey",NA,NA,NA,1,NA,2,0,0,"Sprayed"
"E3-11","E3","11",2020-07-01,"Darcey",NA,NA,NA,0,NA,3,0,0,"Sprayed"
"E3-12","E3","12",2020-07-01,"Darcey",NA,NA,NA,0,NA,3,0,0,"Sprayed"
"E3-13","E3","13",2020-07-01,"Darcey",NA,NA,NA,0,NA,6,0,0,"Sprayed"
"E3-14","E3","14",2020-07-01,"Darcey",NA,NA,NA,0,NA,7,0,0,"Sprayed"
"E3-15","E3","15",2020-07-01,"Darcey",NA,NA,NA,0,NA,7,0,0,"Sprayed"
"E3-16","E3","16",2020-07-01,"Darcey",NA,NA,NA,0,NA,4,0,0,"Sprayed"
"E3-17","E3","17",2020-07-01,"Darcey",NA,NA,NA,0,NA,2,0,0,"Sprayed"
"E3-18","E3","18",2020-07-01,"Darcey",NA,NA,NA,0,NA,5,0,0,"Sprayed"
"E3-19","E3","19",2020-07-01,"Darcey",NA,NA,NA,0,NA,6,0,0,"Sprayed"
"E3-20","E3","20",2020-07-01,"Darcey",NA,NA,NA,0,NA,8,0,0,"Sprayed"
"E3-21","E3","21",2020-07-01,"Darcey",NA,NA,NA,0,NA,4,0,0,"Sprayed"
"E3-22","E3","22",2020-07-01,"Darcey",NA,NA,NA,0,NA,4,0,0,"Sprayed"
"E3-23","E3","23",2020-07-01,"Darcey",NA,NA,NA,0,NA,6,0,0,"Sprayed"
"E3-24","E3","24",2020-07-01,"Darcey",NA,NA,NA,0,NA,3,0,0,"Sprayed"
"E3-25","E3","25",2020-07-01,"Darcey",NA,NA,NA,0,NA,8,0,0,"Sprayed"
"E3-26","E3","26",2020-07-01,"Darcey",NA,NA,NA,0,NA,11,0,0,"Sprayed"
