"Ind","Block","Pos","Date","Measurer","Veg","Bud","Flr","Fert","Abt","M","S","N","round","ind_round"
"E3-123","E3","123",2022-07-08,"Logan",74,103,96,NA,NA,"","","",NA,"E3-123_NA"
"E3-124","E3","124",2022-07-08,"Logan",116,132,123,NA,NA,"","","",NA,"E3-124_NA"
"E3-125","E3","125",2022-07-08,"Logan",106,131,123,NA,NA," "," "," ",NA,"E3-125_NA"
"E3-126","E3","126",2022-07-08,"Logan",158,169,NA,NA,NA,"","","",NA,"E3-126_NA"
"E3-127","E3","127",2022-07-08,"Logan",110,135,127,NA,NA,"","","",NA,"E3-127_NA"
"E3-128","E3","128",2022-07-08,"Logan",94,103,NA,NA,NA,"","","",NA,"E3-128_NA"
"E3-129","E3","129",2022-07-08,"Logan",143,158,146,NA,NA,"","","",NA,"E3-129_NA"
"E3-130","E3","130",2022-07-08,"Logan",119,133,NA,NA,NA,"","","",NA,"E3-130_NA"
"E3-131","E3","131",2022-07-08,"Logan",114,147,137,NA,NA,"","","",NA,"E3-131_NA"
"E3-132","E3","132",2022-07-08,"Logan",96,116,109,NA,NA,"","","",NA,"E3-132_NA"
"E3-133","E3","133",2022-07-08,"Logan",143,170,162,NA,NA,"","","",NA,"E3-133_NA"
"E3-134","E3","134",2022-07-08,"Logan",94,109,104,NA,NA,"","","",NA,"E3-134_NA"
"E3-135","E3","135",2022-07-08,"Logan",126,134,NA,NA,NA,"","","",NA,"E3-135_NA"
"E3-136","E3","136",2022-07-08,"Logan",119,129,NA,NA,NA,"","","",NA,"E3-136_NA"
"E3-137","E3","137",2022-07-08,"Logan",110,118,NA,NA,NA,"","","",NA,"E3-137_NA"
"E3-138","E3","138",2022-07-08,"Logan",133,153,146,NA,NA,"","","",NA,"E3-138_NA"
"E3-139","E3","139",2022-07-08,"Logan",114,133,130,NA,NA,"","","",NA,"E3-139_NA"
"E3-140","E3","140",2022-07-08,"Logan",130,132,NA,NA,NA,"","","",NA,"E3-140_NA"
"E3-141","E3","141",2022-07-08,"Logan",130,138,134,NA,NA,"","","",NA,"E3-141_NA"
"E3-142","E3","142",2022-07-08,"Logan",105,NA,NA,NA,NA,"","","",NA,"E3-142_NA"
"E3-143","E3","143",2022-07-08,"Logan",116,135,124,NA,NA,"","","",NA,"E3-143_NA"
"E3-144","E3","144",2022-07-08,"Logan",139,143,NA,NA,NA,"","","",NA,"E3-144_NA"
"E3-145","E3","145",2022-07-08,"Logan",112,127,NA,NA,NA,"","","",NA,"E3-145_NA"
"E3-146","E3","146",2022-07-08,"Logan",110,130,120,NA,NA,"","","",NA,"E3-146_NA"
"E3-147","E3","147",2022-07-08,"Logan",123,NA,NA,NA,NA,"","","",NA,"E3-147_NA"
"E3-148","E3","148",2022-07-08,"Logan",104,114,NA,NA,NA,"","","",NA,"E3-148_NA"
"E3-149","E3","149",2022-07-08,"Logan",107,129,120,NA,NA,"","","",NA,"E3-149_NA"
"E3-150","E3","150",2022-07-08,"Logan",135,141,NA,NA,NA," "," "," ",NA,"E3-150_NA"
"E3-151","E3","151",2022-07-08,"Logan",117,140,134,NA,NA,"","","",NA,"E3-151_NA"
"E3-152","E3","152",2022-07-08,"Logan",81,109,103,NA,NA,"","","",NA,"E3-152_NA"
"E3-153","E3","153",2022-07-08,"Logan",102,108,NA,NA,NA,"","","",NA,"E3-153_NA"
"E3-154","E3","154",2022-07-08,"Logan",84,85,NA,NA,NA,"","","",NA,"E3-154_NA"
"E3-155","E3","155",2022-07-08,"Logan",69,NA,NA,NA,NA,"","","",NA,"E3-155_NA"
"E3-156","E3","156",2022-07-08,"Logan",129,142,134,NA,NA,"","","",NA,"E3-156_NA"
"E3-157","E3","157",2022-07-08,"Logan",146,166,153,NA,NA,"","","",NA,"E3-157_NA"
"E3-158","E3","158",2022-07-08,"Logan",97,129,123,NA,NA,"","","",NA,"E3-158_NA"
"E3-159","E3","159",2022-07-08,"Logan",83,94,89,NA,NA,"","","",NA,"E3-159_NA"
"E3-160","E3","160",2022-07-08,"Logan",131,137,NA,NA,NA,"","","",NA,"E3-160_NA"
"E3-161","E3","161",2022-07-08,"Logan",112,115,112,NA,NA,"","","",NA,"E3-161_NA"
"E3-162","E3","162",2022-07-08,"Logan",94,95,NA,NA,NA,"","","",NA,"E3-162_NA"
"E3-163","E3","163",2022-07-08,"Logan",114,127,120,NA,NA,"","","",NA,"E3-163_NA"
"E3-164","E3","164",2022-07-08,"Logan",140,149,NA,NA,NA,"","","",NA,"E3-164_NA"
"E3-165","E3","165",2022-07-08,"Logan",136,140,NA,NA,NA,"","","",NA,"E3-165_NA"
"E3-166","E3","166",2022-07-08,"Logan",158,167,NA,NA,NA,"","","",NA,"E3-166_NA"
"E3-167","E3","167",2022-07-08,"Logan",49,NA,NA,NA,NA,"","","",NA,"E3-167_NA"
"E3-168","E3","168",2022-07-08,"Logan",140,165,152,NA,NA,"","","",NA,"E3-168_NA"
"E3-169","E3","169",2022-07-08,"Logan",122,139,129,NA,NA,"","","",NA,"E3-169_NA"
"E3-170","E3","170",2022-07-08,"Logan",85,NA,NA,NA,NA,"","","",NA,"E3-170_NA"
"E3-171","E3","171",2022-07-08,"Logan",106,125,117,NA,NA,"","","",NA,"E3-171_NA"
"E3-172","E3","172",2022-07-08,"Logan",128,NA,NA,NA,NA,"","","",NA,"E3-172_NA"
"E3-173","E3","173",2022-07-08,"Logan",114,122,NA,NA,NA,"","","",NA,"E3-173_NA"
"E3-174","E3","174",2022-07-08,"Logan",93,105,101,NA,NA,"","","",NA,"E3-174_NA"
"E3-175","E3","175",2022-07-08,"Logan",110,121,119,NA,NA," "," "," ",NA,"E3-175_NA"
"E3-176","E3","176",2022-07-08,"Logan",100,122,114,NA,NA,"","","",NA,"E3-176_NA"
"E3-177","E3","177",2022-07-08,"Logan",100,114,103,NA,NA,"","","",NA,"E3-177_NA"
"E3-178","E3","178",2022-07-08,"Logan",144,165,155,NA,NA,"","","",NA,"E3-178_NA"
"E3-179","E3","179",2022-07-08,"Logan",104,133,125,NA,NA,"","","",NA,"E3-179_NA"
"E3-180","E3","180",2022-07-08,"Logan",150,153,NA,NA,NA,"","","",NA,"E3-180_NA"
"E3-181","E3","181",2022-07-08,"Logan",74,84,77,NA,NA,"","","",NA,"E3-181_NA"
"E3-182","E3","182",2022-07-08,"Logan",97,104,NA,NA,NA,"","","",NA,"E3-182_NA"
"E3-183","E3","183",2022-07-08,"Logan",100,113,107,NA,NA,"","","",NA,"E3-183_NA"
"E3-184","E3","184",2022-07-08,"Logan",140,153,145,NA,NA,"","","",NA,"E3-184_NA"
"E3-185","E3","185",2022-07-08,"Logan",116,135,218,NA,NA,"","","",NA,"E3-185_NA"
"E3-186","E3","186",2022-07-08,"Logan",84,102,95,NA,NA,"","","",NA,"E3-186_NA"
"E3-187","E3","187",2022-07-08,"Logan",73,74,NA,NA,NA,"","","",NA,"E3-187_NA"
"E3-188","E3","188",2022-07-08,"Logan",111,NA,NA,NA,NA,"","","",NA,"E3-188_NA"
"E3-189","E3","189",2022-07-08,"Logan",104,125,118,NA,NA,"","","",NA,"E3-189_NA"
"E3-190","E3","190",2022-07-08,"Logan",104,121,115,NA,NA,"","","",NA,"E3-190_NA"
"E3-191","E3","191",2022-07-08,"Logan",48,NA,NA,NA,NA,"","","",NA,"E3-191_NA"
"E3-192","E3","192",2022-07-08,"Logan",114,132,125,NA,NA,"","","",NA,"E3-192_NA"
"E3-193","E3","193",2022-07-08,"Logan",103,107,NA,NA,NA,"","","",NA,"E3-193_NA"
"E3-194","E3","194",2022-07-08,"Logan",112,122,115,NA,NA,"","","",NA,"E3-194_NA"
"E3-195","E3","195",2022-07-08,"Logan",112,122,NA,NA,NA,"","","",NA,"E3-195_NA"
"E3-196","E3","196",2022-07-08,"Logan",101,106,NA,NA,NA,"","","",NA,"E3-196_NA"
"E3-197","E3","197",2022-07-08,"Logan",85,104,98,NA,NA,"","","",NA,"E3-197_NA"
"E3-198","E3","198",2022-07-08,"Logan",107,113,NA,NA,NA,"","","",NA,"E3-198_NA"
"E3-199","E3","199",2022-07-08,"Logan",106,107,NA,NA,NA,"","","",NA,"E3-199_NA"
"E3-200","E3","200",2022-07-08,"Logan",106,127,120,NA,NA," "," "," ",NA,"E3-200_NA"
"E4-1","E4","1",2022-07-08,"Logan",NA,NA,NA,NA,NA,"","","",NA,"E4-1_NA"
"E4-2","E4","2",2022-07-08,"Logan",NA,NA,NA,NA,NA,"","","",NA,"E4-2_NA"
"E4-3","E4","3",2022-07-08,"Logan",59,NA,NA,NA,NA,"","","",NA,"E4-3_NA"
"E4-4","E4","4",2022-07-08,"Logan",79,NA,NA,NA,NA,"","","",NA,"E4-4_NA"
"E4-5","E4","5",2022-07-08,"Logan",69,NA,NA,NA,NA,"","","",NA,"E4-5_NA"
"E4-6","E4","6",2022-07-08,"Logan",42,NA,NA,NA,NA,"","","",NA,"E4-6_NA"
"E4-7","E4","7",2022-07-08,"Logan",65,NA,NA,NA,NA,"","","",NA,"E4-7_NA"
"E4-8","E4","8",2022-07-08,"Logan",58,NA,NA,NA,NA,"","","",NA,"E4-8_NA"
"E4-9","E4","9",2022-07-08,"Logan",49,NA,NA,NA,NA,"","","",NA,"E4-9_NA"
"E4-10","E4","10",2022-07-08,"Logan",64,NA,NA,NA,NA,"","","",NA,"E4-10_NA"
"E4-11","E4","11",2022-07-08,"Logan",52,54,NA,NA,NA,"","","",NA,"E4-11_NA"
"E4-12","E4","12",2022-07-08,"Logan",81,NA,NA,NA,NA,"","","",NA,"E4-12_NA"
"E4-13","E4","13",2022-07-08,"Logan",68,NA,NA,NA,NA,"","","",NA,"E4-13_NA"
"E4-14","E4","14",2022-07-08,"Logan",59,NA,NA,NA,NA,"","","",NA,"E4-14_NA"
"E4-15","E4","15",2022-07-08,"Logan",55,NA,NA,NA,NA,"","","",NA,"E4-15_NA"
"E4-16","E4","16",2022-07-08,"Logan",80,NA,NA,NA,NA,"","","",NA,"E4-16_NA"
"E4-17","E4","17",2022-07-08,"Logan",65,NA,NA,NA,NA,"","","",NA,"E4-17_NA"
"E4-18","E4","18",2022-07-08,"Logan",79,NA,NA,NA,NA,"","","",NA,"E4-18_NA"
"E4-19","E4","19",2022-07-08,"Logan",51,NA,NA,NA,NA,"","","",NA,"E4-19_NA"
"E4-20","E4","20",2022-07-08,"Logan",61,NA,NA,NA,NA,"","","",NA,"E4-20_NA"
"E4-21","E4","21",2022-07-08,"Logan",56,NA,NA,NA,NA,"","","",NA,"E4-21_NA"
"E4-22","E4","22",2022-07-08,"Logan",40,NA,NA,NA,NA,"","","",NA,"E4-22_NA"
"E4-23","E4","23",2022-07-08,"Logan",35,NA,NA,NA,NA,"","","",NA,"E4-23_NA"
"E4-24","E4","24",2022-07-08,"Logan",62,NA,NA,NA,NA,"","","",NA,"E4-24_NA"
"E4-25","E4","25",2022-07-08,"Logan",59,NA,NA,NA,NA," "," "," ",NA,"E4-25_NA"
"E4-26","E4","26",2022-07-08,"Logan",57,NA,NA,NA,NA,"","","",NA,"E4-26_NA"
"E4-27","E4","27",2022-07-08,"Logan",87,89,NA,NA,NA,"","","",NA,"E4-27_NA"
"E4-28","E4","28",2022-07-08,"Logan",90,NA,NA,NA,NA,"","","",NA,"E4-28_NA"
"E4-29","E4","29",2022-07-08,"Logan",68,NA,NA,NA,NA,"","","",NA,"E4-29_NA"
"E4-30","E4","30",2022-07-08,"Logan",87,NA,NA,NA,NA,"","","",NA,"E4-30_NA"
"E4-31","E4","31",2022-07-08,"Logan",53,NA,NA,NA,NA,"","","",NA,"E4-31_NA"
"E4-32","E4","32",2022-07-08,"Logan",83,NA,NA,NA,NA,"","","",NA,"E4-32_NA"
"E4-33","E4","33",2022-07-08,"Logan",101,NA,NA,NA,NA,"","","",NA,"E4-33_NA"
"E4-34","E4","34",2022-07-08,"Logan",95,NA,NA,NA,NA,"","","",NA,"E4-34_NA"
"E4-35","E4","35",2022-07-08,"Logan",88,NA,NA,NA,NA,"","","",NA,"E4-35_NA"
"E4-36","E4","36",2022-07-08,"Logan",68,NA,NA,NA,NA,"","","",NA,"E4-36_NA"
"E4-37","E4","37",2022-07-08,"Logan",78,NA,NA,NA,NA,"","","",NA,"E4-37_NA"
"E4-38","E4","38",2022-07-08,"Logan",94,NA,NA,NA,NA,"","","",NA,"E4-38_NA"
"E4-39","E4","39",2022-07-08,"Logan",45,NA,NA,NA,NA,"","","",NA,"E4-39_NA"
"E4-40","E4","40",2022-07-08,"Logan",50,52,NA,NA,NA,"","","",NA,"E4-40_NA"
"E4-41","E4","41",2022-07-08,"Logan",66,68,NA,NA,NA,"","","",NA,"E4-41_NA"
"E4-42","E4","42",2022-07-08,"Logan",76,NA,NA,NA,NA,"","","",NA,"E4-42_NA"
"E4-43","E4","43",2022-07-08,"Logan",75,NA,NA,NA,NA,"","","",NA,"E4-43_NA"
"E4-44","E4","44",2022-07-08,"Logan",70,NA,NA,NA,NA,"","","",NA,"E4-44_NA"
"E4-45","E4","45",2022-07-08,"Logan",62,NA,NA,NA,NA,"","","",NA,"E4-45_NA"
"E4-46","E4","46",2022-07-08,"Logan",115,NA,NA,NA,NA,"","","",NA,"E4-46_NA"
"E4-47","E4","47",2022-07-08,"Logan",35,NA,NA,NA,NA,"","","",NA,"E4-47_NA"
"E4-48","E4","48",2022-07-08,"Logan",91,NA,NA,NA,NA,"","","",NA,"E4-48_NA"
"E4-49","E4","49",2022-07-08,"Logan",68,NA,NA,NA,NA,"","","",NA,"E4-49_NA"
"E4-50","E4","50",2022-07-08,"Logan",58,NA,NA,NA,NA," "," "," ",NA,"E4-50_NA"
"E4-51","E4","51",2022-07-08,"Logan",61,NA,NA,NA,NA,"","","",NA,"E4-51_NA"
"E4-52","E4","52",2022-07-08,"Logan",78,NA,NA,NA,NA,"","","",NA,"E4-52_NA"
"E4-53","E4","53",2022-07-08,"Logan",69,NA,NA,NA,NA,"","","",NA,"E4-53_NA"
"E4-54","E4","54",2022-07-08,"Logan",69,NA,NA,NA,NA,"","","",NA,"E4-54_NA"
"E4-55","E4","55",2022-07-08,"Logan",65,NA,NA,NA,NA,"","","",NA,"E4-55_NA"
"E4-56","E4","56",2022-07-08,"Logan",42,NA,NA,NA,NA,"","","",NA,"E4-56_NA"
"E4-57","E4","57",2022-07-08,"Logan",64,66,NA,NA,NA,"","","",NA,"E4-57_NA"
"E4-58","E4","58",2022-07-08,"Logan",62,NA,NA,NA,NA,"","","",NA,"E4-58_NA"
"E4-59","E4","59",2022-07-08,"Logan",62,NA,NA,NA,NA,"","","",NA,"E4-59_NA"
"E4-60","E4","60",2022-07-08,"Logan",52,NA,NA,NA,NA,"","","",NA,"E4-60_NA"
"E4-61","E4","61",2022-07-08,"Logan",35,NA,NA,NA,NA,"","","",NA,"E4-61_NA"
"E4-62","E4","62",2022-07-08,"Logan",33,NA,NA,NA,NA,"","","",NA,"E4-62_NA"
"E4-63","E4","63",2022-07-08,"Logan",77,NA,NA,NA,NA,"","","",NA,"E4-63_NA"
"E4-64","E4","64",2022-07-08,"Logan",47,NA,NA,NA,NA,"","","",NA,"E4-64_NA"
"E4-65","E4","65",2022-07-08,"Logan",78,NA,NA,NA,NA,"","","",NA,"E4-65_NA"
"E4-66","E4","66",2022-07-08,"Logan",68,NA,NA,NA,NA,"","","",NA,"E4-66_NA"
"E4-67","E4","67",2022-07-08,"Logan",42,NA,NA,NA,NA,"","","",NA,"E4-67_NA"
"E4-68","E4","68",2022-07-08,"Logan",48,49,NA,NA,NA,"","","",NA,"E4-68_NA"
"E4-69","E4","69",2022-07-08,"Logan",51,NA,NA,NA,NA,"","","",NA,"E4-69_NA"
"E4-70","E4","70",2022-07-08,"Logan",72,NA,NA,NA,NA,"","","",NA,"E4-70_NA"
"E4-71","E4","71",2022-07-08,"Logan",69,NA,NA,NA,NA,"","","",NA,"E4-71_NA"
"E4-72","E4","72",2022-07-08,"Logan",34,NA,NA,NA,NA,"","","",NA,"E4-72_NA"
"E4-73","E4","73",2022-07-08,"Logan",101,NA,NA,NA,NA,"","","",NA,"E4-73_NA"
"E4-74","E4","74",2022-07-08,"Logan",52,NA,NA,NA,NA,"","","",NA,"E4-74_NA"
"E4-75","E4","75",2022-07-08,"Logan",66,NA,NA,NA,NA," "," "," ",NA,"E4-75_NA"
"E4-76","E4","76",2022-07-08,"Logan",NA,NA,NA,NA,NA,"","","",NA,"E4-76_NA"
"E4-77","E4","77",2022-07-08,"Logan",NA,NA,NA,NA,NA,"","","",NA,"E4-77_NA"
"E4-78","E4","78",2022-07-08,"Logan",75,NA,NA,NA,NA,"","","",NA,"E4-78_NA"
"E4-79","E4","79",2022-07-08,"Logan",79,81,NA,NA,NA,"","","",NA,"E4-79_NA"
"E4-80","E4","80",2022-07-08,"Logan",47,NA,NA,NA,NA,"","","",NA,"E4-80_NA"
"E4-81","E4","81",2022-07-08,"Logan",80,NA,NA,NA,NA,"","","",NA,"E4-81_NA"
"E4-82","E4","82",2022-07-08,"Logan",52,NA,NA,NA,NA,"","","",NA,"E4-82_NA"
"E4-83","E4","83",2022-07-08,"Logan",79,NA,NA,NA,NA,"","","",NA,"E4-83_NA"
"E4-84","E4","84",2022-07-08,"Logan",53,NA,NA,NA,NA,"","","",NA,"E4-84_NA"
"E4-85","E4","85",2022-07-08,"Logan",51,NA,NA,NA,NA,"","","",NA,"E4-85_NA"
"E4-86","E4","86",2022-07-08,"Logan",74,NA,NA,NA,NA,"","","",NA,"E4-86_NA"
"E4-87","E4","87",2022-07-08,"Logan",64,NA,NA,NA,NA,"","","",NA,"E4-87_NA"
"E4-88","E4","88",2022-07-08,"Logan",39,NA,NA,NA,NA,"","","",NA,"E4-88_NA"
"E4-89","E4","89",2022-07-08,"Logan",75,NA,NA,NA,NA,"","","",NA,"E4-89_NA"
"E4-90","E4","90",2022-07-08,"Logan",64,NA,NA,NA,NA,"","","",NA,"E4-90_NA"
"E4-91","E4","91",2022-07-08,"Logan",53,NA,NA,NA,NA,"","","",NA,"E4-91_NA"
"E4-92","E4","92",2022-07-08,"Logan",66,NA,NA,NA,NA,"","","",NA,"E4-92_NA"
"E4-93","E4","93",2022-07-08,"Logan",81,NA,NA,NA,NA,"","","",NA,"E4-93_NA"
"E4-94","E4","94",2022-07-08,"Logan",41,NA,NA,NA,NA,"","","",NA,"E4-94_NA"
"E4-95","E4","95",2022-07-08,"Logan",41,NA,NA,NA,NA,"","","",NA,"E4-95_NA"
"E4-96","E4","96",2022-07-08,"Logan",41,NA,NA,NA,NA,"","","",NA,"E4-96_NA"
"E4-97","E4","97",2022-07-08,"Logan",84,NA,NA,NA,NA,"","","",NA,"E4-97_NA"
"E4-98","E4","98",2022-07-08,"Logan",NA,NA,NA,NA,NA,"","","",NA,"E4-98_NA"
"E4-99","E4","99",2022-07-08,"Logan",82,NA,NA,NA,NA,"","","",NA,"E4-99_NA"
"E4-100","E4","100",2022-07-08,"Logan",78,NA,NA,NA,NA," "," "," ",NA,"E4-100_NA"
"E4-101","E4","101",2022-07-08,"Logan",72,NA,NA,NA,NA,"","","",NA,"E4-101_NA"
"E4-102","E4","102",2022-07-08,"Logan",56,NA,NA,NA,NA,"","","",NA,"E4-102_NA"
"E4-103","E4","103",2022-07-08,"Logan",85,NA,NA,NA,NA,"","","",NA,"E4-103_NA"
"E4-104","E4","104",2022-07-08,"Logan",55,NA,NA,NA,NA,"","","",NA,"E4-104_NA"
"E4-105","E4","105",2022-07-08,"Logan",70,NA,NA,NA,NA,"","","",NA,"E4-105_NA"
"E4-106","E4","106",2022-07-08,"Logan",68,NA,NA,NA,NA,"","","",NA,"E4-106_NA"
"E4-107","E4","107",2022-07-08,"Logan",61,NA,NA,NA,NA,"","","",NA,"E4-107_NA"
"E4-108","E4","108",2022-07-08,"Logan",67,NA,NA,NA,NA,"","","",NA,"E4-108_NA"
"E4-109","E4","109",2022-07-08,"Logan",28,NA,NA,NA,NA,"","","",NA,"E4-109_NA"
"E4-110","E4","110",2022-07-08,"Logan",57,NA,NA,NA,NA,"","","",NA,"E4-110_NA"
"E4-111","E4","111",2022-07-08,"Logan",67,NA,NA,NA,NA,"","","",NA,"E4-111_NA"
"E4-112","E4","112",2022-07-08,"Logan",63,NA,NA,NA,NA,"","","",NA,"E4-112_NA"
"E4-113","E4","113",2022-07-08,"Logan",81,NA,NA,NA,NA,"","","",NA,"E4-113_NA"
"E4-114","E4","114",2022-07-08,"Logan",67,NA,NA,NA,NA,"","","",NA,"E4-114_NA"
"E4-115","E4","115",2022-07-08,"Logan",79,NA,NA,NA,NA,"","","",NA,"E4-115_NA"
"E4-116","E4","116",2022-07-08,"Logan",58,NA,NA,NA,NA,"","","",NA,"E4-116_NA"
"E4-117","E4","117",2022-07-08,"Logan",74,NA,NA,NA,NA,"","","",NA,"E4-117_NA"
"E4-118","E4","118",2022-07-08,"Logan",86,NA,NA,NA,NA,"","","",NA,"E4-118_NA"
"E4-119","E4","119",2022-07-08,"Logan",50,NA,NA,NA,NA,"","","",NA,"E4-119_NA"
"E4-120","E4","120",2022-07-08,"Logan",90,NA,NA,NA,NA,"","","",NA,"E4-120_NA"
"E4-121","E4","121",2022-07-08,"Logan",81,NA,NA,NA,NA,"","","",NA,"E4-121_NA"
"E4-122","E4","122",2022-07-08,"Logan",41,NA,NA,NA,NA,"","","",NA,"E4-122_NA"
"E4-123","E4","123",2022-07-08,"Logan",42,NA,NA,NA,NA,"","","",NA,"E4-123_NA"
"E4-124","E4","124",2022-07-08,"Logan",69,70,NA,NA,NA,"","","",NA,"E4-124_NA"
"E4-125","E4","125",2022-07-08,"Logan",71,74,NA,NA,NA," "," "," ",NA,"E4-125_NA"
"E4-126","E4","126",2022-07-08,"Logan",81,NA,NA,NA,NA,"","","",NA,"E4-126_NA"
"E4-127","E4","127",2022-07-08,"Logan",73,NA,NA,NA,NA,"","","",NA,"E4-127_NA"
"E4-128","E4","128",2022-07-08,"Logan",85,NA,NA,NA,NA,"","","",NA,"E4-128_NA"
"E4-129","E4","129",2022-07-08,"Logan",78,NA,NA,NA,NA,"","","",NA,"E4-129_NA"
"E4-130","E4","130",2022-07-08,"Logan",52,NA,NA,NA,NA,"","","",NA,"E4-130_NA"
"E4-131","E4","131",2022-07-08,"Logan",78,NA,NA,NA,NA,"","","",NA,"E4-131_NA"
"E4-132","E4","132",2022-07-08,"Logan",58,NA,NA,NA,NA,"","","",NA,"E4-132_NA"
"E4-133","E4","133",2022-07-08,"Logan",31,NA,NA,NA,NA,"","","",NA,"E4-133_NA"
"E4-134","E4","134",2022-07-08,"Logan",55,NA,NA,NA,NA,"","","",NA,"E4-134_NA"
"E4-135","E4","135",2022-07-08,"Logan",71,NA,NA,NA,NA,"","","",NA,"E4-135_NA"
"E4-136","E4","136",2022-07-08,"Logan",77,NA,NA,NA,NA,"","","",NA,"E4-136_NA"
"E4-137","E4","137",2022-07-08,"Logan",68,NA,NA,NA,NA,"","","",NA,"E4-137_NA"
"E4-138","E4","138",2022-07-08,"Logan",75,NA,NA,NA,NA,"","","",NA,"E4-138_NA"
"E4-139","E4","139",2022-07-08,"Logan",58,NA,NA,NA,NA,"","","",NA,"E4-139_NA"
"E4-140","E4","140",2022-07-08,"Logan",75,NA,NA,NA,NA,"","","",NA,"E4-140_NA"
"E4-141","E4","141",2022-07-08,"Logan",50,NA,NA,NA,NA,"","","",NA,"E4-141_NA"
"E4-142","E4","142",2022-07-08,"Logan",72,73,NA,NA,NA,"","","",NA,"E4-142_NA"
"E4-143","E4","143",2022-07-08,"Logan",79,NA,NA,NA,NA,"","","",NA,"E4-143_NA"
"E4-144","E4","144",2022-07-08,"Logan",52,NA,NA,NA,NA,"","","",NA,"E4-144_NA"
"E4-145","E4","145",2022-07-08,"Logan",45,NA,NA,NA,NA,"","","",NA,"E4-145_NA"
"E4-146","E4","146",2022-07-08,"Logan",63,NA,NA,NA,NA,"","","",NA,"E4-146_NA"
"E4-147","E4","147",2022-07-08,"Logan",72,NA,NA,NA,NA,"","","",NA,"E4-147_NA"
"E4-148","E4","148",2022-07-08,"Logan",95,NA,NA,NA,NA,"","","",NA,"E4-148_NA"
"E4-149","E4","149",2022-07-08,"Logan",62,NA,NA,NA,NA,"","","",NA,"E4-149_NA"
"E4-150","E4","150",2022-07-08,"Logan",53,NA,NA,NA,NA," "," "," ",NA,"E4-150_NA"
"E4-151","E4","151",2022-07-08,"Logan",70,NA,NA,NA,NA,"","","",NA,"E4-151_NA"
"E4-152","E4","152",2022-07-08,"Logan",28,NA,NA,NA,NA,"","","",NA,"E4-152_NA"
"E4-153","E4","153",2022-07-08,"Logan",94,NA,NA,NA,NA,"","","",NA,"E4-153_NA"
"E4-154","E4","154",2022-07-08,"Logan",47,NA,NA,NA,NA,"","","",NA,"E4-154_NA"
"E4-155","E4","155",2022-07-08,"Logan",26,NA,NA,NA,NA,"","","",NA,"E4-155_NA"
"E4-156","E4","156",2022-07-08,"Logan",NA,NA,NA,NA,NA,"","","",NA,"E4-156_NA"
"E4-157","E4","157",2022-07-08,"Logan",53,NA,NA,NA,NA,"","","",NA,"E4-157_NA"
"E4-158","E4","158",2022-07-08,"Logan",90,NA,NA,NA,NA,"","","",NA,"E4-158_NA"
"E4-159","E4","159",2022-07-08,"Logan",42,NA,NA,NA,NA,"","","",NA,"E4-159_NA"
"E4-160","E4","160",2022-07-08,"Logan",46,NA,NA,NA,NA,"","","",NA,"E4-160_NA"
"E4-161","E4","161",2022-07-08,"Logan",71,NA,NA,NA,NA,"","","",NA,"E4-161_NA"
"E4-162","E4","162",2022-07-08,"Logan",59,NA,NA,NA,NA,"","","",NA,"E4-162_NA"
"E4-163","E4","163",2022-07-08,"Logan",70,NA,NA,NA,NA,"","","",NA,"E4-163_NA"
"E4-164","E4","164",2022-07-08,"Logan",51,NA,NA,NA,NA,"","","",NA,"E4-164_NA"
"E4-165","E4","165",2022-07-08,"Logan",83,NA,NA,NA,NA,"","","",NA,"E4-165_NA"
"E4-166","E4","166",2022-07-08,"Logan",60,NA,NA,NA,NA,"","","",NA,"E4-166_NA"
"E4-167","E4","167",2022-07-08,"Logan",98,NA,NA,NA,NA,"","","",NA,"E4-167_NA"
"E4-168","E4","168",2022-07-08,"Logan",77,NA,NA,NA,NA,"","","",NA,"E4-168_NA"
"E4-169","E4","169",2022-07-08,"Logan",76,NA,NA,NA,NA,"","","",NA,"E4-169_NA"
"E4-170","E4","170",2022-07-08,"Logan",77,NA,NA,NA,NA,"","","",NA,"E4-170_NA"
"E4-171","E4","171",2022-07-08,"Logan",61,NA,NA,NA,NA,"","","",NA,"E4-171_NA"
"E4-172","E4","172",2022-07-08,"Logan",63,NA,NA,NA,NA,"","","",NA,"E4-172_NA"
"E4-173","E4","173",2022-07-08,"Logan",73,76,NA,NA,NA,"","","",NA,"E4-173_NA"
"E4-174","E4","174",2022-07-08,"Logan",74,NA,NA,NA,NA,"","","",NA,"E4-174_NA"
"E4-175","E4","175",2022-07-08,"Logan",105,NA,NA,NA,NA," "," "," ",NA,"E4-175_NA"
"E4-176","E4","176",2022-07-08,"Logan",69,NA,NA,NA,NA,"","","",NA,"E4-176_NA"
"E4-177","E4","177",2022-07-08,"Logan",78,NA,NA,NA,NA,"","","",NA,"E4-177_NA"
"E4-178","E4","178",2022-07-08,"Logan",66,NA,NA,NA,NA,"","","",NA,"E4-178_NA"
"E4-179","E4","179",2022-07-08,"Logan",83,NA,NA,NA,NA,"","","",NA,"E4-179_NA"
"E4-180","E4","180",2022-07-08,"Logan",NA,NA,NA,NA,NA,"","","",NA,"E4-180_NA"
"E4-181","E4","181",2022-07-08,"Logan",73,78,NA,NA,NA,"","","",NA,"E4-181_NA"
"E4-182","E4","182",2022-07-08,"Logan",56,NA,NA,NA,NA,"","","",NA,"E4-182_NA"
