"Ind","Block","Position","Date","Measurer","Veg","Bud","Flr","Frt","Abt","M","S","N","round","ind_round"
"E4-50","E4","50",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-50_10"
"E4-51","E4","51",2023-08-09,"Majo",15,NA,NA,NA,NA,"","","","10","E4-51_10"
"E4-52","E4","52",2023-08-09,"Majo",22,NA,NA,NA,NA,"","","","10","E4-52_10"
"E4-53","E4","53",2023-08-09,"Majo",25,NA,NA,NA,NA,"","","","10","E4-53_10"
"E4-54","E4","54",2023-08-09,"Majo",22,NA,NA,NA,NA,"","","","10","E4-54_10"
"E4-55","E4","55",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-55_10"
"E4-56","E4","56",2023-08-09,"Majo",46,NA,NA,NA,NA,"","","","10","E4-56_10"
"E4-57","E4","57",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-57_10"
"E4-58","E4","58",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-58_10"
"E4-59","E4","59",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-59_10"
"E4-60","E4","60",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-60_10"
"E4-61","E4","61",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-61_10"
"E4-62","E4","62",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-62_10"
"E4-63","E4","63",2023-08-09,"Majo",32,NA,NA,NA,NA,"","","","10","E4-63_10"
"E4-64","E4","64",2023-08-09,"Majo",50,NA,NA,NA,NA,"","","","10","E4-64_10"
"E4-65","E4","65",2023-08-09,"Majo",31,NA,NA,NA,NA,"","","","10","E4-65_10"
"E4-66","E4","66",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-66_10"
"E4-67","E4","67",2023-08-09,"Majo",34,NA,NA,NA,NA,"","","","10","E4-67_10"
"E4-68","E4","68",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-68_10"
"E4-69","E4","69",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-69_10"
"E4-70","E4","70",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-70_10"
"E4-71","E4","71",2023-08-09,"Majo",35,NA,NA,NA,NA,"","","","10","E4-71_10"
"E4-72","E4","72",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-72_10"
"E4-73","E4","73",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-73_10"
"E4-74","E4","74",2023-08-09,"Majo",20,NA,NA,NA,NA,"","","","10","E4-74_10"
"E4-75","E4","75",2023-08-09,"Majo",38,NA,NA,NA,NA,"","","","10","E4-75_10"
"E4-76","E4","76",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-76_10"
"E4-77","E4","77",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-77_10"
"E4-78","E4","78",2023-08-09,"Majo",32.5,NA,NA,NA,NA,"","","","10","E4-78_10"
"E4-79","E4","79",2023-08-09,"Majo",15,NA,NA,NA,NA,"","","Y","10","E4-79_10"
"E4-80","E4","80",2023-08-09,"Majo",25,NA,NA,NA,NA,"","","","10","E4-80_10"
"E4-81","E4","81",2023-08-09,"Majo",53,NA,NA,NA,NA,"","","","10","E4-81_10"
"E4-82","E4","82",2023-08-09,"Majo",21,NA,NA,NA,NA,"","","","10","E4-82_10"
"E4-83","E4","83",2023-08-09,"Majo",28,NA,NA,NA,NA,"","","","10","E4-83_10"
"E4-84","E4","84",2023-08-09,"Majo",46,NA,NA,NA,NA,"","","","10","E4-84_10"
"E4-85","E4","85",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-85_10"
"E4-86","E4","86",2023-08-09,"Majo",30,NA,NA,NA,NA,"","","","10","E4-86_10"
"E4-87","E4","87",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-87_10"
"E4-88","E4","88",2023-08-09,"Majo",13.5,NA,NA,NA,NA,"","","","10","E4-88_10"
"E4-89","E4","89",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-89_10"
"E4-90","E4","90",2023-08-09,"Majo",28,NA,NA,NA,NA,"","","","10","E4-90_10"
"E4-91","E4","91",2023-08-09,"Majo",51,NA,NA,NA,NA,"","","","10","E4-91_10"
"E4-92","E4","92",2023-08-09,"Majo",41,NA,NA,NA,NA,"","","","10","E4-92_10"
"E4-93","E4","93",2023-08-09,"Majo",59,NA,NA,NA,NA,"","","","10","E4-93_10"
"E4-94","E4","94",2023-08-09,"Majo",28,NA,NA,NA,NA,"","","","10","E4-94_10"
"E4-95","E4","95",2023-08-09,"Majo",19,NA,NA,NA,NA,"","","","10","E4-95_10"
"E4-96","E4","96",2023-08-09,"Majo",39,NA,NA,NA,NA,"","","","10","E4-96_10"
"E4-97","E4","97",2023-08-09,"Majo",31,NA,NA,NA,NA,"","","","10","E4-97_10"
"E4-98","E4","98",2023-08-09,"Majo",20,NA,NA,NA,NA,"","","","10","E4-98_10"
"E4-99","E4","99",2023-08-09,"Majo",50,NA,NA,NA,NA,"","","","10","E4-99_10"
"E4-100","E4","100",2023-08-09,"Majo",110,NA,NA,NA,NA,"","","","10","E4-100_10"
"E4-101","E4","101",2023-08-09,"Majo",40,NA,NA,NA,NA,"","","","10","E4-101_10"
"E4-102","E4","102",2023-08-09,"Majo",76,NA,NA,NA,NA,"","","","10","E4-102_10"
"E4-103","E4","103",2023-08-09,"Majo",83,NA,NA,NA,NA,"","","","10","E4-103_10"
"E4-104","E4","104",2023-08-09,"Majo",52,NA,NA,NA,NA,"","","","10","E4-104_10"
"E4-105","E4","105",2023-08-09,"Majo",67,NA,NA,NA,NA,"","","","10","E4-105_10"
"E4-106","E4","106",2023-08-09,"Majo",36,NA,NA,NA,NA,"","","","10","E4-106_10"
"E4-107","E4","107",2023-08-09,"Majo",52,NA,NA,NA,NA,"","","","10","E4-107_10"
"E4-108","E4","108",2023-08-09,"Majo",45,NA,NA,NA,NA,"","","","10","E4-108_10"
"E4-109","E4","109",2023-08-09,"Majo",28,NA,NA,NA,NA,"","","","10","E4-109_10"
"E4-110","E4","110",2023-08-09,"Majo",27,NA,NA,NA,NA,"","","","10","E4-110_10"
"E4-111","E4","111",2023-08-09,"Majo",21,NA,NA,NA,NA,"","","","10","E4-111_10"
"E4-112","E4","112",2023-08-09,"Majo",36,NA,NA,NA,NA,"","","","10","E4-112_10"
"E4-113","E4","113",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-113_10"
"E4-114","E4","114",2023-08-09,"Majo",21,NA,NA,NA,NA,"","","","10","E4-114_10"
"E4-115","E4","115",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-115_10"
"E4-116","E4","116",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-116_10"
"E4-117","E4","117",2023-08-09,"Majo",56,NA,NA,NA,NA,"","","","10","E4-117_10"
"E4-118","E4","118",2023-08-09,"Majo",21,NA,NA,NA,NA,"","","","10","E4-118_10"
"E4-119","E4","119",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-119_10"
"E4-120","E4","120",2023-08-09,"Majo",51,NA,NA,NA,NA,"","","","10","E4-120_10"
"E4-121","E4","121",2023-08-09,"Majo",24,NA,NA,NA,NA,"","","","10","E4-121_10"
"E4-122","E4","122",2023-08-09,"Majo",16,NA,NA,NA,NA,"","","","10","E4-122_10"
"E4-123","E4","123",2023-08-09,"Majo",21,NA,NA,NA,NA,"","","","10","E4-123_10"
"E4-124","E4","124",2023-08-09,"Majo",30,NA,NA,NA,NA,"","","","10","E4-124_10"
"E4-125","E4","125",2023-08-09,"Majo",26,NA,NA,NA,NA,"","","","10","E4-125_10"
"E4-126","E4","126",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-126_10"
"E4-127","E4","127",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-127_10"
"E4-128","E4","128",2023-08-09,"Majo",48,NA,NA,NA,NA,"","","","10","E4-128_10"
"E4-129","E4","129",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-129_10"
"E4-130","E4","130",2023-08-09,"Majo",29,NA,NA,NA,NA,"","","","10","E4-130_10"
"E4-131","E4","131",2023-08-09,"Majo",50,NA,NA,NA,NA,"","","","10","E4-131_10"
"E4-132","E4","132",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-132_10"
"E4-133","E4","133",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-133_10"
"E4-134","E4","134",2023-08-09,"Majo",25,NA,NA,NA,NA,"","","","10","E4-134_10"
"E4-135","E4","135",2023-08-09,"Majo",92,NA,NA,NA,NA,"","","","10","E4-135_10"
"E4-136","E4","136",2023-08-09,"Majo",70,NA,NA,NA,NA,"","","","10","E4-136_10"
"E4-137","E4","137",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-137_10"
"E4-138","E4","138",2023-08-09,"Majo",44,NA,NA,NA,NA,"","","","10","E4-138_10"
"E4-139","E4","139",2023-08-09,"Majo",31,NA,NA,NA,NA,"","","","10","E4-139_10"
"E4-140","E4","140",2023-08-09,"Majo",30,NA,NA,NA,NA,"","","","10","E4-140_10"
"E4-141","E4","141",2023-08-09,"Majo",35,NA,NA,NA,NA,"","","","10","E4-141_10"
"E4-142","E4","142",2023-08-09,"Majo",59,NA,NA,NA,NA,"","","","10","E4-142_10"
"E4-143","E4","143",2023-08-09,"Majo",35,NA,NA,NA,NA,"","","","10","E4-143_10"
"E4-144","E4","144",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-144_10"
"E4-145","E4","145",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-145_10"
"E4-146","E4","146",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-146_10"
"E4-147","E4","147",2023-08-09,"Majo",89,NA,NA,NA,NA,"","","","10","E4-147_10"
"E4-148","E4","148",2023-08-09,"Majo",85,NA,NA,NA,NA,"","","","10","E4-148_10"
"E4-149","E4","149",2023-08-09,"Majo",31,NA,NA,NA,NA,"","","","10","E4-149_10"
"E4-150","E4","150",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-150_10"
"E4-151","E4","151",2023-08-09,"Majo",65,NA,NA,NA,NA,"","","","10","E4-151_10"
"E4-152","E4","152",2023-08-09,"Majo",46,NA,NA,NA,NA,"","","","10","E4-152_10"
"E4-153","E4","153",2023-08-09,"Majo",63,NA,NA,NA,NA,"","","","10","E4-153_10"
"E4-154","E4","154",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-154_10"
"E4-155","E4","155",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-155_10"
"E4-156","E4","156",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-156_10"
"E4-157","E4","157",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-157_10"
"E4-158","E4","158",2023-08-09,"Majo",24,NA,NA,NA,NA,"","","","10","E4-158_10"
"E4-159","E4","159",2023-08-09,"Majo",18,NA,NA,NA,NA,"","","","10","E4-159_10"
"E4-160","E4","160",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-160_10"
"E4-161","E4","161",2023-08-09,"Majo",32,NA,NA,NA,NA,"","","","10","E4-161_10"
"E4-162","E4","162",2023-08-09,"Majo",41,NA,NA,NA,NA,"","","","10","E4-162_10"
"E4-163","E4","163",2023-08-09,"Majo",46,NA,NA,NA,NA,"","","","10","E4-163_10"
"E4-164","E4","164",2023-08-09,"Majo",34,NA,NA,NA,NA,"","","","10","E4-164_10"
"E4-165","E4","165",2023-08-09,"Majo",39,NA,NA,NA,NA,"","","","10","E4-165_10"
"E4-166","E4","166",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-166_10"
"E4-167","E4","167",2023-08-09,"Majo",106,NA,NA,NA,NA,"","","","10","E4-167_10"
"E4-168","E4","168",2023-08-09,"Majo",43,NA,NA,NA,NA,"","","","10","E4-168_10"
"E4-169","E4","169",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-169_10"
"E4-170","E4","170",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-170_10"
"E4-171","E4","171",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-171_10"
"E4-172","E4","172",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-172_10"
"E4-173","E4","173",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-173_10"
"E4-174","E4","174",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-174_10"
"E4-175","E4","175",2023-08-09,"Majo",50,NA,NA,NA,NA,"","","","10","E4-175_10"
"E4-176","E4","176",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-176_10"
"E4-177","E4","177",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-177_10"
"E4-178","E4","178",2023-08-09,"Majo",34,NA,NA,NA,NA,"","","","10","E4-178_10"
"E4-179","E4","179",2023-08-09,"Majo",46,NA,NA,NA,NA,"","","","10","E4-179_10"
"E4-180","E4","180",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-180_10"
"E4-181","E4","181",2023-08-09,"Majo",53,NA,NA,NA,NA,"","","","10","E4-181_10"
"E4-182","E4","182",2023-08-09,"Majo",33,NA,NA,NA,NA,"","","","10","E4-182_10"
"E4-183","E4","183",2023-08-09,"Majo",42,NA,NA,NA,NA,"","","","10","E4-183_10"
"E4-184","E4","184",2023-08-09,"Majo",41,NA,NA,NA,NA,"","","","10","E4-184_10"
"E4-185","E4","185",2023-08-09,"Majo",56,NA,NA,NA,NA,"","","","10","E4-185_10"
"E4-186","E4","186",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-186_10"
"E4-187","E4","187",2023-08-09,"Majo",50,NA,NA,NA,NA,"","","","10","E4-187_10"
"E4-188","E4","188",2023-08-09,"Majo",84,NA,NA,NA,NA,"","","","10","E4-188_10"
"E4-189","E4","189",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-189_10"
"E4-190","E4","190",2023-08-09,"Majo",66,NA,NA,NA,NA,"","","","10","E4-190_10"
"E4-191","E4","191",2023-08-09,"Majo",44,NA,NA,NA,NA,"","","","10","E4-191_10"
"E4-192","E4","192",2023-08-09,"Majo",47,NA,NA,NA,NA,"","","","10","E4-192_10"
"E4-193","E4","193",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-193_10"
"E4-194","E4","194",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E4-194_10"
"E4-195","E4","195",2023-08-09,"Majo",37,NA,NA,NA,NA,"","","","10","E4-195_10"
"E4-196","E4","196",2023-08-09,"Majo",39,NA,NA,NA,NA,"","","","10","E4-196_10"
"E4-197","E4","197",2023-08-09,"Majo",50,NA,NA,NA,NA,"","","","10","E4-197_10"
"E4-198","E4","198",2023-08-09,"Majo",47,NA,NA,NA,NA,"","","","10","E4-198_10"
"E4-199","E4","199",2023-08-09,"Majo",40,NA,NA,NA,NA,"","","","10","E4-199_10"
"E4-200","E4","200",2023-08-09,"Majo",35,NA,NA,NA,NA,"","","","10","E4-200_10"
"E4-201","E4","201",2023-08-09,"Majo",39,NA,NA,NA,NA,"","","","10","E4-201_10"
"E5-1","E5","1",2023-08-09,"Majo",83,NA,NA,NA,NA,"","","","10","E5-1_10"
"E5-2","E5","2",2023-08-09,"Majo",116,NA,NA,NA,NA,"","","","10","E5-2_10"
"E5-3","E5","3",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-3_10"
"E5-4","E5","4",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-4_10"
"E5-5","E5","5",2023-08-09,"Majo",78,87,86,80,NA,"","","","10","E5-5_10"
"E5-6","E5","6",2023-08-09,"Majo",88,NA,NA,NA,NA,"Y","","","10","E5-6_10"
"E5-7","E5","7",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-7_10"
"E5-8","E5","8",2023-08-09,"Majo",104,NA,NA,NA,NA,"","","","10","E5-8_10"
"E5-9","E5","9",2023-08-09,"Majo",79,NA,NA,NA,NA,"","","","10","E5-9_10"
"E5-10","E5","10",2023-08-09,"Majo",71,NA,NA,NA,NA,"","Y","","10","E5-10_10"
"E5-11","E5","11",2023-08-09,"Majo",92,NA,NA,NA,NA,"","","","10","E5-11_10"
"E5-12","E5","12",2023-08-09,"Majo",73,NA,NA,NA,NA,"","Y","","10","E5-12_10"
"E5-13","E5","13",2023-08-09,"Majo",104,107,NA,NA,NA,"","","","10","E5-13_10"
"E5-14","E5","14",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-14_10"
"E5-15","E5","15",2023-08-09,"Majo",89,93,NA,NA,NA,"","","","10","E5-15_10"
"E5-16","E5","16",2023-08-09,"Majo",42,NA,NA,NA,NA,"","Y","","10","E5-16_10"
"E5-17","E5","17",2023-08-09,"Majo",91,97,94,NA,NA,"","","","10","E5-17_10"
"E5-18","E5","18",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-18_10"
"E5-19","E5","19",2023-08-09,"Majo",43,NA,NA,NA,NA,"","Y","","10","E5-19_10"
"E5-20","E5","20",2023-08-09,"Majo",54,NA,NA,NA,NA,"","","","10","E5-20_10"
"E5-21","E5","21",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-21_10"
"E5-22","E5","22",2023-08-09,"Majo",37,NA,NA,NA,NA,"","Y","","10","E5-22_10"
"E5-23","E5","23",2023-08-09,"Majo",91,NA,NA,NA,NA,"","","","10","E5-23_10"
"E5-24","E5","24",2023-08-09,"Majo",23,NA,NA,NA,NA,"","Y","","10","E5-24_10"
"E5-25","E5","25",2023-08-09,"Majo",94,NA,NA,NA,NA,"","","","10","E5-25_10"
"E5-26","E5","26",2023-08-09,"Majo",23,NA,NA,NA,NA,"Y","","","10","E5-26_10"
"E5-27","E5","27",2023-08-09,"Majo",46,NA,NA,NA,NA,"","","","10","E5-27_10"
"E5-28","E5","28",2023-08-09,"Majo",109,NA,NA,NA,NA,"Y","","","10","E5-28_10"
"E5-29","E5","29",2023-08-09,"Majo",52,NA,NA,NA,NA,"","","","10","E5-29_10"
"E5-30","E5","30",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-30_10"
"E5-31","E5","31",2023-08-09,"Majo",46,NA,NA,NA,NA,"","Y","","10","E5-31_10"
"E5-32","E5","32",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-32_10"
"E5-33","E5","33",2023-08-09,"Majo",51,NA,NA,NA,NA,"","","","10","E5-33_10"
"E5-34","E5","34",2023-08-09,"Majo",53,NA,NA,NA,NA,"","","","10","E5-34_10"
"E5-35","E5","35",2023-08-09,"Majo",94,NA,NA,NA,NA,"","","","10","E5-35_10"
"E5-36","E5","36",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-36_10"
"E5-37","E5","37",2023-08-09,"Majo",90,NA,NA,NA,NA,"","","","10","E5-37_10"
"E5-38","E5","38",2023-08-09,"Majo",80,NA,NA,NA,NA,"Y","","","10","E5-38_10"
"E5-39","E5","39",2023-08-09,"Majo",79,NA,NA,NA,NA,"","","","10","E5-39_10"
"E5-40","E5","40",2023-08-09,"Majo",119,122,NA,NA,NA,"","","","10","E5-40_10"
"E5-41","E5","41",2023-08-09,"Majo",75,NA,NA,NA,NA,"","","","10","E5-41_10"
"E5-42","E5","42",2023-08-09,"Majo",72,NA,NA,NA,NA,"","","","10","E5-42_10"
"E5-43","E5","43",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-43_10"
"E5-44","E5","44",2023-08-09,"Majo",84,NA,NA,NA,NA,"","","","10","E5-44_10"
"E5-45","E5","45",2023-08-09,"Majo",52,NA,NA,NA,NA,"","Y","","10","E5-45_10"
"E5-46","E5","46",2023-08-09,"Majo",100,106,102,NA,NA,"","","Y","10","E5-46_10"
"E5-47","E5","47",2023-08-09,"Majo",86,87,NA,NA,NA,"","","","10","E5-47_10"
"E5-48","E5","48",2023-08-09,"Majo",54,NA,NA,NA,NA,"","","","10","E5-48_10"
"E5-49","E5","49",2023-08-09,"Majo",80,NA,NA,NA,NA,"","","","10","E5-49_10"
"E5-50","E5","50",2023-08-09,"Majo",55,NA,NA,NA,NA,"","Y","","10","E5-50_10"
"E5-51","E5","51",2023-08-09,"Majo",92,100,92,NA,NA,"","","","10","E5-51_10"
"E5-52","E5","52",2023-08-09,"Majo",78,NA,NA,NA,NA,"","Y","","10","E5-52_10"
"E5-53","E5","53",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-53_10"
"E5-54","E5","54",2023-08-09,"Majo",50,NA,NA,NA,NA,"","Y","","10","E5-54_10"
"E5-55","E5","55",2023-08-09,"Majo",36,NA,NA,NA,NA,"","Y","","10","E5-55_10"
"E5-56","E5","56",2023-08-09,"Majo",65,NA,NA,NA,NA,"","","","10","E5-56_10"
"E5-57","E5","57",2023-08-09,"Majo",80,NA,NA,NA,NA,"","","","10","E5-57_10"
"E5-58","E5","58",2023-08-09,"Majo",34,NA,NA,NA,NA,"","Y","","10","E5-58_10"
"E5-59","E5","59",2023-08-09,"Majo",70,NA,NA,NA,NA,"","","Y","10","E5-59_10"
"E5-60","E5","60",2023-08-09,"Majo",61,NA,NA,NA,NA,"","","","10","E5-60_10"
"E5-61","E5","61",2023-08-09,"Majo",80,NA,NA,NA,NA,"","Y","","10","E5-61_10"
"E5-62","E5","62",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-62_10"
"E5-63","E5","63",2023-08-09,"Majo",82,NA,NA,NA,NA,"","","","10","E5-63_10"
"E5-64","E5","64",2023-08-09,"Majo",77,NA,NA,NA,NA,"","","","10","E5-64_10"
"E5-65","E5","65",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-65_10"
"E5-66","E5","66",2023-08-09,"Majo",63,NA,NA,NA,NA,"","","","10","E5-66_10"
"E5-67","E5","67",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-67_10"
"E5-68","E5","68",2023-08-09,"Majo",59,NA,NA,NA,NA,"","","","10","E5-68_10"
"E5-69","E5","69",2023-08-09,"Majo",51,NA,NA,NA,NA,"","Y","","10","E5-69_10"
"E5-70","E5","70",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-70_10"
"E5-71","E5","71",2023-08-09,"Majo",56,NA,NA,NA,NA,"","","Y","10","E5-71_10"
"E5-72","E5","72",2023-08-09,"Majo",60,NA,NA,NA,NA,"","","","10","E5-72_10"
"E5-73","E5","73",2023-08-09,"Majo",69,NA,NA,NA,NA,"","","","10","E5-73_10"
"E5-74","E5","74",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-74_10"
"E5-75","E5","75",2023-08-09,"Majo",100,114,112,104,NA,"","","","10","E5-75_10"
"E5-76","E5","76",2023-08-09,"Majo",61,NA,NA,NA,NA,"Y","","","10","E5-76_10"
"E5-77","E5","77",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-77_10"
"E5-78","E5","78",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-78_10"
"E5-79","E5","79",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-79_10"
"E5-80","E5","80",2023-08-09,"Majo",82,86,NA,NA,NA,"","","","10","E5-80_10"
"E5-81","E5","81",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-81_10"
"E5-82","E5","82",2023-08-09,"Majo",71,NA,NA,NA,NA,"","","","10","E5-82_10"
"E5-83","E5","83",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-83_10"
"E5-84","E5","84",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-84_10"
"E5-85","E5","85",2023-08-09,"Majo",69,NA,NA,NA,NA,"","","","10","E5-85_10"
"E5-86","E5","86",2023-08-09,"Majo",59,NA,NA,NA,NA,"","","Y","10","E5-86_10"
"E5-87","E5","87",2023-08-09,"Majo",64,NA,NA,NA,NA,"","Y","","10","E5-87_10"
"E5-88","E5","88",2023-08-09,"Majo",102,NA,NA,NA,NA,"","Y","","10","E5-88_10"
"E5-89","E5","89",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-89_10"
"E5-90","E5","90",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-90_10"
"E5-91","E5","91",2023-08-09,"Majo",80,NA,NA,NA,NA,"","","","10","E5-91_10"
"E5-92","E5","92",2023-08-09,"Majo",49,NA,NA,NA,NA,"","Y","","10","E5-92_10"
"E5-93","E5","93",2023-08-09,"Majo",58,NA,NA,NA,NA,"","Y","Y","10","E5-93_10"
"E5-94","E5","94",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-94_10"
"E5-95","E5","95",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-95_10"
"E5-96","E5","96",2023-08-09,"Majo",92,NA,NA,NA,NA,"","","","10","E5-96_10"
"E5-97","E5","97",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-97_10"
"E5-98","E5","98",2023-08-09,"Majo",108,NA,NA,NA,NA,"","","","10","E5-98_10"
"E5-99","E5","99",2023-08-09,"Majo",131,NA,NA,NA,NA,"","","","10","E5-99_10"
"E5-100","E5","100",2023-08-09,"Majo",102,NA,NA,NA,NA,"","","","10","E5-100_10"
"E5-101","E5","101",2023-08-09,"Majo",114,125,120,NA,NA,"","Y","","10","E5-101_10"
"E5-102","E5","102",2023-08-09,"Majo",88,NA,NA,NA,NA,"","","","10","E5-102_10"
"E5-103","E5","103",2023-08-09,"Majo",109,120,115,NA,NA,"","","","10","E5-103_10"
"E5-104","E5","104",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-104_10"
"E5-105","E5","105",2023-08-09,"Majo",65,NA,NA,NA,NA,"","Y","","10","E5-105_10"
"E5-106","E5","106",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-106_10"
"E5-107","E5","107",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-107_10"
"E5-108","E5","108",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-108_10"
"E5-109","E5","109",2023-08-09,"Majo",88,NA,NA,NA,NA,"","","","10","E5-109_10"
"E5-110","E5","110",2023-08-09,"Majo",NA,NA,NA,NA,NA,"","","","10","E5-110_10"
"E5-111","E5","111",2023-08-09,"Majo",144,150,144,NA,NA,"","","","10","E5-111_10"
"E5-112","E5","112",2023-08-09,"Majo",60,NA,NA,NA,NA,"","Y","","10","E5-112_10"
"E5-113","E5","113",2023-08-09,"Majo",119,NA,121,NA,NA,"","","","10","E5-113_10"
"E5-114","E5","114",2023-08-09,"Majo",34,NA,NA,NA,NA,"","","","10","E5-114_10"
"E5-115","E5","115",2023-08-09,"Majo",86,NA,NA,NA,NA,"","","","10","E5-115_10"
"E5-116","E5","116",2023-08-09,"Majo",67,NA,NA,NA,NA,"","","","10","E5-116_10"
"E5-117","E5","117",2023-08-09,"Majo",40,NA,NA,NA,NA,"","Y","","10","E5-117_10"
"E5-118","E5","118",2023-08-09,"Majo",84,NA,NA,NA,NA,"Y","","","10","E5-118_10"
