"Ind","Block","Pos","Date","Measurer","Veg","Bud","Flr","Fert","Abt","M","S","N","X","round","ind_round"
"E5-91","E5","91",2021-07-12,"Diego",71,NA,NA,NA,NA,"",NA,"","","12","E5-91_12"
"E5-92","E5","92",2021-07-12,"Diego",38,NA,NA,NA,NA,"",NA,"","","12","E5-92_12"
"E5-93","E5","93",2021-07-12,"Diego",35,NA,NA,NA,NA,"",NA,"","","12","E5-93_12"
"E5-94","E5","94",2021-07-12,"Diego",30.5,NA,NA,NA,NA,"",NA,"","","12","E5-94_12"
"E5-95","E5","95",2021-07-12,"Diego",34,NA,NA,NA,NA,"",NA,"","","12","E5-95_12"
"E5-96","E5","96",2021-07-12,"Diego",46,NA,NA,NA,NA,"",NA,"","","12","E5-96_12"
"E5-97","E5","97",2021-07-12,"Diego",23,NA,NA,NA,NA,"",NA,"","","12","E5-97_12"
"E5-98","E5","98",2021-07-12,"Diego",55,NA,NA,NA,NA,"",NA,"","","12","E5-98_12"
"E5-99","E5","99",2021-07-12,"Diego",46,NA,NA,NA,NA,"",NA,"","","12","E5-99_12"
"E5-100","E5","100",2021-07-12,"Diego",59,NA,NA,NA,NA,"",NA,"","","12","E5-100_12"
"E5-101","E5","101",2021-07-12,"Diego",67,NA,NA,NA,NA,"",NA,"","","12","E5-101_12"
"E5-102","E5","102",2021-07-12,"Diego",57,NA,NA,NA,NA,"",NA,"","","12","E5-102_12"
"E5-103","E5","103",2021-07-12,"Diego",35,NA,NA,NA,NA,"",NA,"","","12","E5-103_12"
"E5-104","E5","104",2021-07-12,"Diego",NA,NA,NA,NA,NA,"",NA,"","","12","E5-104_12"
"E5-105","E5","105",2021-07-12,"Diego",47,NA,NA,NA,NA,"",NA,"","","12","E5-105_12"
"E5-106","E5","106",2021-07-12,"Diego",NA,NA,NA,NA,NA,"",NA,"","","12","E5-106_12"
"E5-107","E5","107",2021-07-12,"Diego",55,NA,NA,NA,NA,"",NA,"","","12","E5-107_12"
"E5-108","E5","108",2021-07-12,"Diego",NA,NA,NA,NA,NA,"",NA,"","","12","E5-108_12"
"E5-109","E5","109",2021-07-12,"Diego",55,NA,NA,NA,NA,"",NA,"","","12","E5-109_12"
"E5-110","E5","110",2021-07-12,"Diego",NA,NA,NA,NA,NA,"",NA,"","","12","E5-110_12"
"E5-111","E5","111",2021-07-12,"Diego",53,NA,NA,NA,NA,"",NA,"","","12","E5-111_12"
"E5-112","E5","112",2021-07-12,"Diego",48,NA,NA,NA,NA,"",NA,"","","12","E5-112_12"
"E5-113","E5","113",2021-07-12,"Diego",56,NA,NA,NA,NA,"",NA,"","","12","E5-113_12"
"E5-114","E5","114",2021-07-12,"Diego",30,NA,NA,NA,NA,"",NA,"","","12","E5-114_12"
"E5-115","E5","115",2021-07-12,"Diego",59,NA,NA,NA,NA,"",NA,"","","12","E5-115_12"
"E5-116","E5","116",2021-07-12,"Diego",29,NA,NA,NA,NA,"",NA,"","","12","E5-116_12"
"E5-117","E5","117",2021-07-12,"Diego",42,NA,NA,NA,NA,"",NA,"","","12","E5-117_12"
"E5-118","E5","118",2021-07-12,"Diego",28,NA,NA,NA,NA,"",NA,"","","12","E5-118_12"
"E5-119","E5","119",2021-07-12,"Diego",32,NA,NA,NA,NA,"",NA,"","","12","E5-119_12"
"E5-120","E5","120",2021-07-12,"Diego",34,NA,NA,NA,NA,"",NA,"","","12","E5-120_12"
"E5-121","E5","121",2021-07-12,"Diego",33,NA,NA,NA,NA,"",NA,"","","12","E5-121_12"
"E5-122","E5","122",2021-07-12,"Diego",49,NA,NA,NA,NA,"",NA,"","","12","E5-122_12"
"E5-123","E5","123",2021-07-12,"Diego",46,NA,NA,NA,NA,"",NA,"","","12","E5-123_12"
"E5-124","E5","124",2021-07-12,"Diego",35,NA,NA,NA,NA,"",NA,"","","12","E5-124_12"
"E5-125","E5","125",2021-07-12,"Diego",36,NA,NA,NA,NA,"",NA,"","","12","E5-125_12"
"E5-126","E5","126",2021-07-12,"Diego",32,NA,NA,NA,NA,"",NA,"","","12","E5-126_12"
"E5-127","E5","127",2021-07-12,"Diego",32,NA,NA,NA,NA,"",NA,"","","12","E5-127_12"
"E5-128","E5","128",2021-07-12,"Diego",34,NA,NA,NA,NA,"",NA,"","","12","E5-128_12"
"E5-129","E5","129",2021-07-12,"Diego",24,NA,NA,NA,NA,"",NA,"","","12","E5-129_12"
"E5-130","E5","130",2021-07-12,"Diego",28,NA,NA,NA,NA,"",NA,"","","12","E5-130_12"
"E5-131","E5","131",2021-07-12,"Diego",37,NA,NA,NA,NA,"",NA,"","","12","E5-131_12"
"E5-132","E5","132",2021-07-12,"Diego",14,NA,NA,NA,NA,"",NA,"","","12","E5-132_12"
"E5-133","E5","133",2021-07-12,"Diego",NA,NA,NA,NA,NA,"",NA,"","","12","E5-133_12"
"E5-134","E5","134",2021-07-12,"Diego",19,NA,NA,NA,NA,"",NA,"","","12","E5-134_12"
"E5-135","E5","135",2021-07-12,"Diego",NA,NA,NA,NA,NA,"",NA,"","","12","E5-135_12"
"E5-136","E5","136",2021-07-12,"Diego",33,NA,NA,NA,NA,"",NA,"","","12","E5-136_12"
"E5-137","E5","137",2021-07-12,"Diego",32,NA,NA,NA,NA,"",NA,"","","12","E5-137_12"
"E5-138","E5","138",2021-07-12,"Diego",24,NA,NA,NA,NA,"",NA,"","","12","E5-138_12"
"E5-139","E5","139",2021-07-12,"Diego",28,NA,NA,NA,NA,"",NA,"","","12","E5-139_12"
"E5-140","E5","140",2021-07-12,"Diego",NA,NA,NA,NA,NA,"",NA,"","","12","E5-140_12"
"E5-141","E5","141",2021-07-12,"Diego",27.5,NA,NA,NA,NA,"",NA,"","","12","E5-141_12"
"E5-142","E5","142",2021-07-12,"Diego",32,NA,NA,NA,NA,"",NA,"","","12","E5-142_12"
"E5-143","E5","143",2021-07-12,"Diego",30,NA,NA,NA,NA,"",NA,"","","12","E5-143_12"
"E5-144","E5","144",2021-07-12,"Diego",19,NA,NA,NA,NA,"",NA,"","","12","E5-144_12"
"E5-145","E5","145",2021-07-12,"Diego",24,NA,NA,NA,NA,"",NA,"","","12","E5-145_12"
"E5-146","E5","146",2021-07-12,"Diego",NA,NA,NA,NA,NA,"",NA,"","","12","E5-146_12"
"E5-147","E5","147",2021-07-12,"Diego",16,NA,NA,NA,NA,"",NA,"","","12","E5-147_12"
"E5-148","E5","148",2021-07-12,"Diego",17,NA,NA,NA,NA,"",NA,"","","12","E5-148_12"
"E5-149","E5","149",2021-07-12,"Diego",12,NA,NA,NA,NA,"",NA,"","","12","E5-149_12"
"E5-150","E5","150",2021-07-12,"Diego",29.5,NA,NA,NA,NA,"",NA,"","","12","E5-150_12"
"E5-151","E5","151",2021-07-12,"Diego",27,NA,NA,NA,NA,"",NA,"","","12","E5-151_12"
"E5-152","E5","152",2021-07-12,"Diego",21.5,NA,NA,NA,NA,"",NA,"","","12","E5-152_12"
"E5-153","E5","153",2021-07-12,"Diego",35,NA,NA,NA,NA,"",NA,"","","12","E5-153_12"
"E5-154","E5","154",2021-07-12,"Diego",23.5,NA,NA,NA,NA,"",NA,"","","12","E5-154_12"
"E5-155","E5","155",2021-07-12,"Diego",NA,NA,NA,NA,NA,"",NA,"","","12","E5-155_12"
"E5-156","E5","156",2021-07-12,"Diego",23,NA,NA,NA,NA,"",NA,"","","12","E5-156_12"
"E5-157","E5","157",2021-07-12,"Diego",15,NA,NA,NA,NA,"",NA,"","","12","E5-157_12"
"E5-158","E5","158",2021-07-12,"Diego",23,NA,NA,NA,NA,"",NA,"","","12","E5-158_12"
"E5-159","E5","159",2021-07-12,"Diego",24,NA,NA,NA,NA,"",NA,"","","12","E5-159_12"
"E5-160","E5","160",2021-07-12,"Diego",NA,NA,NA,NA,NA,"",NA,"","","12","E5-160_12"
"E5-161","E5","161",2021-07-12,"Diego",24.5,NA,NA,NA,NA,"",NA,"","","12","E5-161_12"
"E5-162","E5","162",2021-07-12,"Diego",15,NA,NA,NA,NA,"",NA,"","","12","E5-162_12"
"E5-163","E5","163",2021-07-12,"Diego",40,NA,NA,NA,NA,"",NA,"","","12","E5-163_12"
"E5-164","E5","164",2021-07-12,"Diego",22,NA,NA,NA,NA,"",NA,"","","12","E5-164_12"
"E5-165","E5","165",2021-07-12,"Diego",20,NA,NA,NA,NA,"",NA,"","","12","E5-165_12"
"E5-166","E5","166",2021-07-12,"Diego",NA,NA,NA,NA,NA,"",NA,"","","12","E5-166_12"
"E5-167","E5","167",2021-07-12,"Diego",21,NA,NA,NA,NA,"",NA,"","","12","E5-167_12"
"E5-168","E5","168",2021-07-12,"Diego",12,NA,NA,NA,NA,"",NA,"","","12","E5-168_12"
"E5-169","E5","169",2021-07-12,"Diego",NA,NA,NA,NA,NA,"",NA,"","","12","E5-169_12"
"E5-170","E5","170",2021-07-12,"Diego",16,NA,NA,NA,NA,"",NA,"","","12","E5-170_12"
"E5-171","E5","171",2021-07-12,"Diego",30,NA,NA,NA,NA,"",NA,"","","12","E5-171_12"
"E5-172","E5","172",2021-07-12,"Diego",NA,NA,NA,NA,NA,"",NA,"","","12","E5-172_12"
"E5-173","E5","173",2021-07-12,"Diego",17,NA,NA,NA,NA,"",NA,"","","12","E5-173_12"
"E5-174","E5","174",2021-07-12,"Diego",25,NA,NA,NA,NA,"",NA,"","","12","E5-174_12"
"E5-175","E5","175",2021-07-12,"Diego",NA,NA,NA,NA,NA,"",NA,"","","12","E5-175_12"
"E5-176","E5","176",2021-07-12,"Diego",16,NA,NA,NA,NA,"",NA,"","","12","E5-176_12"
"E5-177","E5","177",2021-07-12,"Diego",20,NA,NA,NA,NA,"",NA,"","","12","E5-177_12"
"E5-178","E5","178",2021-07-12,"Diego",12,NA,NA,NA,NA,"",NA,"","","12","E5-178_12"
"E5-179","E5","179",2021-07-12,"Diego",28,NA,NA,NA,NA,"",NA,"","","12","E5-179_12"
"E5-180","E5","180",2021-07-12,"Diego",33,NA,NA,NA,NA,"",NA,"","","12","E5-180_12"
"E5-181","E5","181",2021-07-12,"Diego",27,NA,NA,NA,NA,"",NA,"","","12","E5-181_12"
"E5-182","E5","182",2021-07-12,"Diego",31,NA,NA,NA,NA,"",NA,"","","12","E5-182_12"
"E5-183","E5","183",2021-07-12,"Diego",39,NA,NA,NA,NA,"",NA,"","","12","E5-183_12"
"E5-184","E5","184",2021-07-12,"Diego",19,NA,NA,NA,NA,"",NA,"","","12","E5-184_12"
"E5-185","E5","185",2021-07-12,"Diego",15,NA,NA,NA,NA,"",NA,"","","12","E5-185_12"
"E5-186","E5","186",2021-07-12,"Diego",19,NA,NA,NA,NA,"",NA,"","","12","E5-186_12"
"E5-187","E5","187",2021-07-12,"Diego",18,NA,NA,NA,NA,"",NA,"","","12","E5-187_12"
"E5-188","E5","188",2021-07-12,"Diego",19.5,NA,NA,NA,NA,"",NA,"","","12","E5-188_12"
"E5-189","E5","189",2021-07-12,"Diego",35,NA,NA,NA,NA,"",NA,"","","12","E5-189_12"
"E5-190","E5","190",2021-07-12,"Diego",NA,NA,NA,NA,NA,"",NA,"","","12","E5-190_12"
"E5-191","E5","191",2021-07-12,"Diego",25,NA,NA,NA,NA,"",NA,"","","12","E5-191_12"
"E5-192","E5","192",2021-07-12,"Diego",20,NA,NA,NA,NA,"",NA,"","","12","E5-192_12"
"E5-193","E5","193",2021-07-12,"Diego",14,NA,NA,NA,NA,"",NA,"","","12","E5-193_12"
"E5-194","E5","194",2021-07-12,"Diego",13,NA,NA,NA,NA,"",NA,"","","12","E5-194_12"
"E5-195","E5","195",2021-07-12,"Diego",NA,NA,NA,NA,NA,"",NA,"","","12","E5-195_12"
"E5-196","E5","196",2021-07-12,"Diego",17,NA,NA,NA,NA,"",NA,"","","12","E5-196_12"
"E5-197","E5","197",2021-07-12,"Diego",21,NA,NA,NA,NA,"",NA,"","","12","E5-197_12"
"E5-198","E5","198",2021-07-12,"Diego",19,NA,NA,NA,NA,"",NA,"","","12","E5-198_12"
"E5-199","E5","199",2021-07-12,"Diego",24,NA,NA,NA,NA,"",NA,"","","12","E5-199_12"
"E5-200","E5","200",2021-07-12,"Diego",34,NA,NA,NA,NA,"",NA,"","","12","E5-200_12"
"E6-1","E6","1",2021-07-12,"Diego",57,NA,NA,NA,NA,"",NA,"","","12","E6-1_12"
"E6-2","E6","2",2021-07-12,"Diego",36,NA,NA,NA,NA,"",NA,"","","12","E6-2_12"
"E6-3","E6","3",2021-07-12,"Diego",51.5,54,NA,NA,NA,"",NA,"","M1","12","E6-3_12"
"E6-4","E6","4",2021-07-12,"Diego",41,NA,NA,NA,NA,"",NA,"","","12","E6-4_12"
"E6-5","E6","5",2021-07-12,"Diego",64,NA,NA,NA,NA,"",NA,"","","12","E6-5_12"
"E6-6","E6","6",2021-07-12,"Diego",40,53.5,46,NA,NA,"",NA,"","M2","12","E6-6_12"
"E6-7","E6","7",2021-07-12,"Diego",31,NA,NA,NA,NA,"",NA,"","","12","E6-7_12"
"E6-8","E6","8",2021-07-12,"Diego",42,43,NA,NA,NA,"",NA,"","","12","E6-8_12"
"E6-9","E6","9",2021-07-12,"Diego",55,62.5,NA,NA,NA,"",NA,"","","12","E6-9_12"
"E6-10","E6","10",2021-07-12,"Diego",25,NA,NA,NA,NA,"",NA,"","","12","E6-10_12"
"E6-11","E6","11",2021-07-12,"Diego",49.5,NA,NA,NA,NA,"",NA,"","","12","E6-11_12"
"E6-12","E6","12",2021-07-12,"Diego",51,56.5,NA,NA,NA,"",NA,"","","12","E6-12_12"
"E6-13","E6","13",2021-07-12,"Diego",44,45,NA,NA,NA,"",NA,"","","12","E6-13_12"
"E6-14","E6","14",2021-07-12,"Diego",63,NA,NA,NA,NA,"",NA,"","","12","E6-14_12"
"E6-15","E6","15",2021-07-12,"Diego",52,NA,NA,NA,NA,"",NA,"","","12","E6-15_12"
"E6-16","E6","16",2021-07-12,"Diego",79,NA,NA,NA,NA,"",NA,"","","12","E6-16_12"
"E6-17","E6","17",2021-07-12,"Diego",78,92,82,NA,NA,"",NA,"","","12","E6-17_12"
"E6-18","E6","18",2021-07-12,"Diego",49,NA,NA,NA,NA,"",NA,"","","12","E6-18_12"
"E6-19","E6","19",2021-07-12,"Diego",62,65,NA,NA,NA,"",NA,"","","12","E6-19_12"
"E6-20","E6","20",2021-07-12,"Diego",56,NA,NA,NA,NA,"",NA,"","","12","E6-20_12"
"E6-21","E6","21",2021-07-12,"Diego",60,72,64,NA,NA,"",NA,"","M4","12","E6-21_12"
"E6-22","E6","22",2021-07-12,"Diego",78,84,NA,NA,NA,"",NA,"","","12","E6-22_12"
"E6-23","E6","23",2021-07-12,"Diego",50,NA,NA,NA,NA,"",NA,"","","12","E6-23_12"
"E6-24","E6","24",2021-07-12,"Diego",37,NA,NA,NA,NA,"",NA,"","","12","E6-24_12"
"E6-25","E6","25",2021-07-12,"Diego",47,NA,NA,NA,NA,"",NA,"","","12","E6-25_12"
"E6-26","E6","26",2021-07-12,"Diego",45,NA,NA,NA,NA,"",NA,"","","12","E6-26_12"
"E6-27","E6","27",2021-07-12,"Diego",50,NA,NA,NA,NA,"",NA,"","","12","E6-27_12"
"E6-28","E6","28",2021-07-12,"Diego",71.5,NA,NA,NA,NA,"",NA,"","M5","12","E6-28_12"
"E6-29","E6","29",2021-07-12,"Diego",69,NA,NA,NA,NA,"",NA,"","","12","E6-29_12"
"E6-30","E6","30",2021-07-12,"Diego",51,NA,NA,NA,NA,"",NA,"","","12","E6-30_12"
"E6-31","E6","31",2021-07-12,"Diego",58,61,NA,NA,NA,"",NA,"","M6","12","E6-31_12"
"E6-32","E6","32",2021-07-12,"Diego",64,NA,NA,NA,NA,"",NA,"","","12","E6-32_12"
"E6-33","E6","33",2021-07-12,"Diego",45,NA,NA,NA,NA,"",NA,"","","12","E6-33_12"
"E6-34","E6","34",2021-07-12,"Diego",64,NA,NA,NA,NA,"",NA,"","","12","E6-34_12"
"E6-35","E6","35",2021-07-12,"Diego",66,70,NA,NA,NA,"",NA,"","","12","E6-35_12"
"E6-36","E6","36",2021-07-12,"Diego",66,NA,NA,NA,NA,"",NA,"","","12","E6-36_12"
"E6-37","E6","37",2021-07-12,"Diego",56,61.5,NA,NA,NA,"",NA,"","","12","E6-37_12"
"E6-38","E6","38",2021-07-12,"Diego",60,NA,NA,NA,NA,"",NA,"","","12","E6-38_12"
"E6-39","E6","39",2021-07-12,"Diego",48,NA,NA,NA,NA,"",NA,"","","12","E6-39_12"
"E6-40","E6","40",2021-07-12,"Diego",54,55,NA,NA,NA,"",NA,"","","12","E6-40_12"
"E6-41","E6","41",2021-07-12,"Diego",43,NA,NA,NA,NA,"",NA,"","","12","E6-41_12"
"E6-42","E6","42",2021-07-12,"Diego",59,NA,NA,NA,NA,"",NA,"","","12","E6-42_12"
"E6-43","E6","43",2021-07-12,"Diego",64,NA,NA,NA,NA,"",NA,"","","12","E6-43_12"
"E6-44","E6","44",2021-07-12,"Diego",45,NA,NA,NA,NA,"",NA,"","","12","E6-44_12"
"E6-45","E6","45",2021-07-12,"Diego",57,NA,NA,NA,NA,"",NA,"","M8","12","E6-45_12"
"E6-46","E6","46",2021-07-12,"Diego",81.5,87.5,NA,NA,NA,"",NA,"","M9","12","E6-46_12"
"E6-47","E6","47",2021-07-12,"Diego",59.5,NA,NA,NA,NA,"",NA,"","","12","E6-47_12"
"E6-48","E6","48",2021-07-12,"Diego",62,75,NA,NA,NA,"",NA,"","M10","12","E6-48_12"
"E6-49","E6","49",2021-07-12,"Diego",59.5,61,NA,NA,NA,"",NA,"","","12","E6-49_12"
"E6-50","E6","50",2021-07-12,"Diego",66,NA,NA,NA,NA,"",NA,"","","12","E6-50_12"
"E6-51","E6","51",2021-07-12,"Diego",52,NA,NA,NA,NA,"",NA,"","","12","E6-51_12"
"E6-52","E6","52",2021-07-12,"Diego",60,63,NA,NA,NA,"",NA,"","","12","E6-52_12"
"E6-53","E6","53",2021-07-12,"Diego",53,NA,NA,NA,NA,"",NA,"","M11","12","E6-53_12"
"E6-54","E6","54",2021-07-12,"Diego",51,NA,NA,NA,NA,"",NA,"","","12","E6-54_12"
"E6-55","E6","55",2021-07-12,"Diego",66,70.5,NA,NA,NA,"",NA,"","","12","E6-55_12"
"E6-56","E6","56",2021-07-12,"Diego",64,65.5,NA,NA,NA,"",NA,"","","12","E6-56_12"
"E6-57","E6","57",2021-07-12,"Diego",57,NA,NA,NA,NA,"",NA,"","","12","E6-57_12"
"E6-58","E6","58",2021-07-12,"Diego",96.5,NA,NA,NA,NA,"",NA,"","","12","E6-58_12"
"E6-59","E6","59",2021-07-12,"Diego",61,NA,NA,NA,NA,"",NA,"","","12","E6-59_12"
"E6-60","E6","60",2021-07-12,"Diego",55,NA,NA,NA,NA,"",NA,"","","12","E6-60_12"
"E6-61","E6","61",2021-07-12,"Diego",64,67.5,NA,NA,NA,"",NA,"","M12","12","E6-61_12"
"E6-62","E6","62",2021-07-12,"Diego",79,83,NA,NA,NA,"",NA,"","","12","E6-62_12"
"E6-63","E6","63",2021-07-12,"Diego",68,69.5,NA,NA,NA,"",NA,"","","12","E6-63_12"
"E6-64","E6","64",2021-07-12,"Diego",43,NA,NA,NA,NA,"",NA,"","","12","E6-64_12"
"E6-65","E6","65",2021-07-12,"Diego",65,NA,NA,NA,NA,"",NA,"","","12","E6-65_12"
"E6-66","E6","66",2021-07-12,"Diego",57.5,NA,NA,NA,NA,"",NA,"","","12","E6-66_12"
"E6-67","E6","67",2021-07-12,"Diego",61,62,NA,NA,NA,"",NA,"","","12","E6-67_12"
"E6-68","E6","68",2021-07-12,"Diego",52,59.5,NA,NA,NA,"",NA,"","M13","12","E6-68_12"
"E6-69","E6","69",2021-07-12,"Diego",58,NA,NA,NA,NA,"",NA,"","","12","E6-69_12"
"E6-70","E6","70",2021-07-12,"Diego",60,67.5,NA,NA,NA,"",NA,"","","12","E6-70_12"
"E6-71","E6","71",2021-07-12,"Diego",45,50.5,NA,NA,NA,"",NA,"","M15","12","E6-71_12"
"E6-72","E6","72",2021-07-12,"Diego",53,NA,NA,NA,NA,"",NA,"","M14","12","E6-72_12"
"E6-73","E6","73",2021-07-12,"Diego",66,NA,NA,NA,NA,"",NA,"","","12","E6-73_12"
"E6-74","E6","74",2021-07-12,"Diego",53,NA,NA,NA,NA,"",NA,"","","12","E6-74_12"
"E6-75","E6","75",2021-07-12,"Diego",55,NA,NA,NA,NA,"",NA,"","","12","E6-75_12"
"E6-76","E6","76",2021-07-12,"Diego",52,53,NA,NA,NA,"",NA,"","","12","E6-76_12"
"E6-77","E6","77",2021-07-12,"Diego",73,NA,NA,NA,NA,"",NA,"","","12","E6-77_12"
"E6-78","E6","78",2021-07-12,"Diego",51,60,NA,NA,NA,"",NA,"","M16","12","E6-78_12"
"E6-79","E6","79",2021-07-12,"Diego",66,NA,NA,NA,NA,"",NA,"","","12","E6-79_12"
"E6-80","E6","80",2021-07-12,"Diego",62,NA,NA,NA,NA,"",NA,"","","12","E6-80_12"
"E6-81","E6","81",2021-07-12,"Diego",61,64.5,NA,NA,NA,"",NA,"","M17","12","E6-81_12"
"E6-82","E6","82",2021-07-12,"Diego",62,NA,NA,NA,NA,"",NA,"","","12","E6-82_12"
"E6-83","E6","83",2021-07-12,"Diego",87,NA,NA,NA,NA,"",NA,"","","12","E6-83_12"
"E6-84","E6","84",2021-07-12,"Diego",78,83,NA,NA,NA,"",NA,"","","12","E6-84_12"
"E6-85","E6","85",2021-07-12,"Diego",82,87,NA,NA,NA,"",NA,"","","12","E6-85_12"
"E6-86","E6","86",2021-07-12,"Diego",79.5,NA,NA,NA,NA,"",NA,"","","12","E6-86_12"
"E6-87","E6","87",2021-07-12,"Diego",63,NA,NA,NA,NA,"",NA,"","","12","E6-87_12"
"E6-88","E6","88",2021-07-12,"Diego",63,NA,NA,NA,NA,"",NA,"","","12","E6-88_12"
"E6-89","E6","89",2021-07-12,"Diego",79,83.5,NA,NA,NA,"",NA,"","M20","12","E6-89_12"
"E6-90","E6","90",2021-07-12,"Diego",49,NA,NA,NA,NA,"",NA,"","","12","E6-90_12"
"E6-91","E6","91",2021-07-12,"Diego",51,NA,NA,NA,NA,"",NA,"","","12","E6-91_12"
"E6-92","E6","92",2021-07-12,"Diego",49.5,NA,NA,NA,NA,"",NA,"","","12","E6-92_12"
"E6-93","E6","93",2021-07-12,"Diego",40,50,NA,NA,NA,"",NA,"","","12","E6-93_12"
"E6-94","E6","94",2021-07-12,"Diego",48,NA,NA,NA,NA,"",NA,"","","12","E6-94_12"
"E6-95","E6","95",2021-07-12,"Diego",68,NA,NA,NA,NA,"",NA,"","","12","E6-95_12"
"E6-96","E6","96",2021-07-12,"Diego",74,NA,NA,NA,NA,"",NA,"","","12","E6-96_12"
"E6-97","E6","97",2021-07-12,"Diego",54,NA,NA,NA,NA,"",NA,"","","12","E6-97_12"
"E6-98","E6","98",2021-07-12,"Diego",55,NA,NA,NA,NA,"",NA,"","","12","E6-98_12"
"E6-99","E6","99",2021-07-12,"Diego",74,NA,NA,NA,NA,"",NA,"","","12","E6-99_12"
"E6-100","E6","100",2021-07-12,"Diego",86,89,NA,NA,NA,"",NA,"","M19","12","E6-100_12"
"E6-101","E6","101",2021-07-12,"Diego",66,70,NA,NA,NA,"",NA,"","M21","12","E6-101_12"
"E6-102","E6","102",2021-07-12,"Diego",54,62,NA,NA,NA,"",NA,"","M22","12","E6-102_12"
"E6-103","E6","103",2021-07-12,"Diego",NA,NA,NA,NA,NA,"",NA,"","","12","E6-103_12"
"E6-104","E6","104",2021-07-12,"Diego",69,73,NA,NA,NA,"",NA,"","","12","E6-104_12"
"E6-105","E6","105",2021-07-12,"Diego",59,NA,NA,NA,NA,"",NA,"","","12","E6-105_12"
"E6-106","E6","106",2021-07-12,"Diego",53,NA,NA,NA,NA,"",NA,"","","12","E6-106_12"
"E6-107","E6","107",2021-07-12,"Diego",58,NA,NA,NA,NA,"",NA,"","","12","E6-107_12"
"E6-108","E6","108",2021-07-12,"Diego",58,71.5,63,NA,NA,"",NA,"","M23","12","E6-108_12"
"E6-109","E6","109",2021-07-12,"Diego",60,63,NA,NA,NA,"",NA,"","M24","12","E6-109_12"
"E6-110","E6","110",2021-07-12,"Diego",69,NA,NA,NA,NA,"",NA,"","M25","12","E6-110_12"
"E6-111","E6","111",2021-07-12,"Diego",64,NA,NA,NA,NA,"",NA,"","","12","E6-111_12"
"E6-112","E6","112",2021-07-12,"Diego",60,NA,NA,NA,NA,"",NA,"","","12","E6-112_12"
"E6-113","E6","113",2021-07-12,"Diego",48,50.5,NA,NA,NA,"",NA,"","","12","E6-113_12"
"E6-114","E6","114",2021-07-12,"Diego",60,NA,NA,NA,NA,"",NA,"","","12","E6-114_12"
"E6-115","E6","115",2021-07-12,"Diego",65,NA,NA,NA,NA,"",NA,"","M26","12","E6-115_12"
"E6-116","E6","116",2021-07-12,"Diego",64,NA,NA,NA,NA,"",NA,"","","12","E6-116_12"
"E6-117","E6","117",2021-07-12,"Diego",41,NA,NA,NA,NA,"",NA,"","","12","E6-117_12"
"E6-118","E6","118",2021-07-12,"Diego",50,NA,NA,NA,NA,"",NA,"","","12","E6-118_12"
"E6-119","E6","119",2021-07-12,"Diego",54,NA,NA,NA,NA,"",NA,"","","12","E6-119_12"
"E6-120","E6","120",2021-07-12,"Diego",67,NA,NA,NA,NA,"",NA,"","","12","E6-120_12"
"E6-121","E6","121",2021-07-12,"Diego",66,NA,NA,NA,NA,"",NA,"","","12","E6-121_12"
"E6-122","E6","122",2021-07-12,"Diego",49,NA,NA,NA,NA,"",NA,"","","12","E6-122_12"
"E6-123","E6","123",2021-07-12,"Diego",52,NA,NA,NA,NA,"",NA,"","","12","E6-123_12"
"E6-124","E6","124",2021-07-12,"Diego",67,NA,NA,NA,NA,"",NA,"","","12","E6-124_12"
"E6-125","E6","125",2021-07-12,"Diego",42,NA,NA,NA,NA,"",NA,"","M27","12","E6-125_12"
"E6-126","E6","126",2021-07-12,"Diego",33,NA,NA,NA,NA,"",NA,"","","12","E6-126_12"
"E6-127","E6","127",2021-07-12,"Diego",37,NA,NA,NA,NA,"",NA,"","","12","E6-127_12"
"E6-128","E6","128",2021-07-12,"Diego",65,NA,NA,NA,NA,"",NA,"","","12","E6-128_12"
"E6-129","E6","129",2021-07-12,"Diego",51,NA,NA,NA,NA,"",NA,"","","12","E6-129_12"
"E6-130","E6","130",2021-07-12,"Diego",70,NA,NA,NA,NA,"",NA,"","","12","E6-130_12"
"E6-131","E6","131",2021-07-12,"Diego",62,66,NA,NA,NA,"",NA,"","","12","E6-131_12"
"E6-132","E6","132",2021-07-12,"Diego",65,NA,NA,NA,NA,"",NA,"","","12","E6-132_12"
"E6-133","E6","133",2021-07-12,"Diego",57,61,NA,NA,NA,"",NA,"","","12","E6-133_12"
"E6-134","E6","134",2021-07-12,"Diego",NA,NA,NA,NA,NA,"",NA,"","","12","E6-134_12"
"E6-135","E6","135",2021-07-12,"Diego",57,59,NA,NA,NA,"",NA,"","","12","E6-135_12"
"E6-136","E6","136",2021-07-12,"Diego",66,NA,NA,NA,NA,"",NA,"","","12","E6-136_12"
"E6-137","E6","137",2021-07-12,"Diego",37,38,NA,NA,NA,"",NA,"","","12","E6-137_12"
"E6-138","E6","138",2021-07-12,"Diego",49,61,51,NA,NA,"",NA,"","M28","12","E6-138_12"
"E6-139","E6","139",2021-07-12,"Diego",NA,NA,NA,NA,NA,"",NA,"","","12","E6-139_12"
"E6-140","E6","140",2021-07-12,"Diego",47,NA,NA,NA,NA,"",NA,"","M29","12","E6-140_12"
"E6-141","E6","141",2021-07-12,"Diego",59,61,NA,NA,NA,"",NA,"","","12","E6-141_12"
