Block,Pos,Date,Weight,Measured_by,Entered_by,Missing,NOTES
E10,159,2024-02-15,35.99,Heidi Albers,Heidi Albers,,
E10,160,2024-02-15,35.18,Heidi Albers,Heidi Albers,,
E10,161,2024-02-15,49.23,Heidi Albers,Heidi Albers,,
E10,162,2024-02-15,39.30,Heidi Albers,Heidi Albers,,
E10,163,2024-02-15,42.99,Heidi Albers,Heidi Albers,,
E10,164,2024-02-15,37.31,Heidi Albers,Heidi Albers,,
E10,165,2024-02-15,39.84,Heidi Albers,Heidi Albers,,
E10,166,2024-02-15,38.99,Heidi Albers,Heidi Albers,,
E10,167,2024-02-15,42.65,Heidi Albers,Heidi Albers,,
E10,168,2024-02-15,37.77,Heidi Albers,Heidi Albers,,
E10,169,2024-02-15,33.96,Heidi Albers,Heidi Albers,,
E10,170,2024-02-15,35.20,Heidi Albers,Heidi Albers,,
E10,171,2024-02-15,35.66,Heidi Albers,Heidi Albers,,
E10,172,2024-02-15,33.03,Heidi Albers,Heidi Albers,1,Missing
E10,173,2024-02-15,52.66,Heidi Albers,Heidi Albers,,
E10,174,2024-02-15,41.65,Heidi Albers,Heidi Albers,,
E10,175,2024-02-15,41.17,Heidi Albers,Heidi Albers,,
E10,176,2024-02-15,36.65,Heidi Albers,Heidi Albers,,
E10,177,2024-02-15,34.34,Heidi Albers,Heidi Albers,,
E10,178,2024-02-15,46.54,Heidi Albers,Heidi Albers,,
E10,179,2024-02-15,37.55,Heidi Albers,Heidi Albers,,
E10,180,2024-02-15,38.29,Heidi Albers,Heidi Albers,,
E10,181,2024-02-15,52.06,Heidi Albers,Heidi Albers,,
E10,182,2024-02-15,34.15,Heidi Albers,Heidi Albers,,
E10,183,2024-02-15,40.89,Heidi Albers,Heidi Albers,,
E10,184,2024-02-15,44.67,Heidi Albers,Heidi Albers,,
E10,185,2024-02-15,37.32,Heidi Albers,Heidi Albers,,
E10,186,2024-02-15,40.37,Heidi Albers,Heidi Albers,,
E10,187,2024-02-15,39.34,Heidi Albers,Heidi Albers,,
E10,188,2024-02-15,39.75,Heidi Albers,Heidi Albers,,
E10,189,2024-02-15,43.80,Heidi Albers,Heidi Albers,,
E10,190,2024-02-15,33.94,Heidi Albers,Heidi Albers,,
E10,191,2024-02-15,37.97,Heidi Albers,Heidi Albers,,
E10,192,2024-02-15,37.79,Heidi Albers,Heidi Albers,,
E10,193,2024-02-15,61.74,Heidi Albers,Heidi Albers,,
E10,194,2024-02-15,49.60,Heidi Albers,Heidi Albers,,
E10,195,2024-02-15,37.40,Heidi Albers,Heidi Albers,,
E10,196,2024-02-15,34.51,Heidi Albers,Heidi Albers,,
E10,197,2024-02-15,45.18,Heidi Albers,Heidi Albers,,
E10,198,2024-02-15,43.25,Heidi Albers,Heidi Albers,,
E10,199,2024-02-15,40.76,Heidi Albers,Heidi Albers,,
E10,200,2024-02-15,39.45,Heidi Albers,Heidi Albers,,
E10,201,2024-02-15,48.64,Heidi Albers,Heidi Albers,,
