Block,Pos,Date,Measurer,Egg,Larv,Adt,Wvl,OH,U,D
E6,24,18-Jun,Samara,,,,2,,3,0
E6,25,18-Jun,Samara,,,,3,,1,0
E6,26,18-Jun,Samara,,,,0,,5,0
E6,27,18-Jun,Samara,,,,2,,4,0
E6,28,18-Jun,Samara,,,,0,,6,0
E6,29,18-Jun,Samara,,,,1,,4,0
E6,30,18-Jun,Samara,,,,1,,3,0
E6,31,18-Jun,Samara,,,,2,,4,0
E6,32,18-Jun,Samara,,,,0,,3,0
E6,33,18-Jun,Samara,,,,2,,2,1
E6,34,18-Jun,Samara,,,,1,,2,0
E6,35,18-Jun,Samara,,,,2,,4,0
E6,36,18-Jun,Samara,,,,0,,4,0
E6,37,18-Jun,Samara,,,,1,,1,0
E6,38,18-Jun,Samara,,,,1,,3,0
E6,39,18-Jun,Samara,,,,1,,3,0
E6,40,18-Jun,Samara,,,,1,,5,0
E6,41,18-Jun,Samara,,,,1,,1,0
E6,42,18-Jun,Samara,,,,1,,6,0
E6,43,18-Jun,Samara,,,,1,,4,0
E6,44,18-Jun,Samara,,,,2,,7,1
E6,45,18-Jun,Samara,,,,0,,2,0
E6,46,18-Jun,Samara,,,,0,,4,0
E6,47,18-Jun,Samara,,,,1,,6,0
E6,48,18-Jun,Samara,,,,2,,4,0
E6,49,18-Jun,Samara,,,,1,,3,0
E6,50,18-Jun,Samara,,,,1,,4,0
E6,51,18-Jun,Samara,,,,1,,5,0
E6,52,18-Jun,Samara,,,,1,,4,0
E6,53,18-Jun,Samara,,,,1,,3,0
E6,54,18-Jun,Samara,,,,2,,2,0
E6,55,18-Jun,Samara,,,,NA,NA,NA,NA
E6,56,18-Jun,Samara,,,,1,,2,1
E6,57,18-Jun,Samara,,,,2,,2,0
E6,58,18-Jun,Samara,,,,1,,4,0
E6,59,18-Jun,Samara,,,,2,,5,0
E6,60,18-Jun,Samara,,,,1,,3,0
E6,61,18-Jun,Samara,,,,1,,4,0
E6,62,18-Jun,Samara,,,,3,,6,0
E6,63,18-Jun,Samara,,,,1,,3,1
E6,64,18-Jun,Samara,,,,NA,NA,NA,NA
E6,65,18-Jun,Samara,,,,1,,3,1
E6,66,18-Jun,Samara,,,,0,,3,0
E6,67,18-Jun,Samara,,,,0,,5,0
E6,68,18-Jun,Samara,,,,1,,10,0
E6,69,18-Jun,Samara,,,,1,,5,0
E6,70,18-Jun,Samara,,,,0,,1,0
E6,71,18-Jun,Samara,,,,2,,6,1
E6,72,18-Jun,Samara,,,,1,,4,0
E6,73,18-Jun,Samara,,,,1,,8,0
E6,74,18-Jun,Samara,,,,NA,NA,NA,NA
E6,75,18-Jun,Samara,,,,1,,3,0
E6,76,18-Jun,Samara,,,,0,,2,0
E6,77,18-Jun,Samara,,,,2,,9,1
E6,78,18-Jun,Samara,,,,1,,10,0
E6,79,18-Jun,Samara,,,,1,,12,0
E6,80,18-Jun,Samara,,,,2,,8,0
E6,81,18-Jun,Samara,,,,1,,4,0
E6,82,18-Jun,Samara,,,,2,,6,0
E6,83,18-Jun,Samara,,,,1,,15,0
E6,84,18-Jun,Samara,,,,1,,3,0
E6,85,18-Jun,Samara,,,,0,,6,0
E6,86,18-Jun,Samara,,,,0,,5,0
E6,87,18-Jun,Samara,,,,0,,6,0
E6,88,18-Jun,Samara,,,,2,,3,0
E6,89,18-Jun,Samara,,,,1,,7,0
E6,90,18-Jun,Samara,,,,1,,5,0
E6,91,18-Jun,Samara,,,,1,,4,0
E6,92,18-Jun,Samara,,,,2,,5,0
E6,93,18-Jun,Samara,,,,1,,7,0
E6,94,18-Jun,Samara,,,,0,,4,0
E6,95,18-Jun,Samara,,,,0,,6,0
E6,96,18-Jun,Samara,,,,1,,7,0
E6,97,18-Jun,Samara,,,,1,,5,0
E6,98,18-Jun,Samara,,,,0,,8,0
E6,99,18-Jun,Samara,,,,1,,9,0
E6,100,18-Jun,Samara,,,,1,,5,0
E6,101,18-Jun,Samara,,,,0,,0,0
E6,102,18-Jun,Samara,,,,1,,1,0
E6,103,18-Jun,Samara,,,,NA,NA,NA,NA
E6,104,18-Jun,Samara,,,,2,,6,0
E6,105,18-Jun,Samara,,,,1,,5,0
E6,106,18-Jun,Samara,,,,1,,5,0
E6,107,18-Jun,Samara,,,,0,,6,0
E6,108,18-Jun,Samara,,,,0,,6,0
E6,109,18-Jun,Samara,,,,2,,5,0
E6,110,18-Jun,Samara,,,,2,,5,0
E6,111,18-Jun,Samara,,,,0,,5,0
E6,112,18-Jun,Samara,,,,1,,6,0
E6,113,18-Jun,Samara,,,,1,,4,0
E6,114,18-Jun,Samara,,,,1,,4,0
E6,115,18-Jun,Samara,,,,1,,7,0
E6,116,18-Jun,Samara,,,,0,,6,0
E6,117,18-Jun,Samara,,,,0,,4,0
E6,118,18-Jun,Samara,,,,0,,6,0
E6,119,18-Jun,Samara,,,,0,,3,0
E6,120,18-Jun,Samara,,,,2,,3,0
E6,121,18-Jun,Samara,,,,3,,5,0
E6,122,18-Jun,Samara,,,,1,,5,0
E6,123,18-Jun,Samara,,,,0,,9,0
E6,124,18-Jun,Samara,,,,0,,2,0
E6,125,18-Jun,Samara,,,,0,,3,0
E6,126,18-Jun,Samara,,,,2,,2,0
E6,127,18-Jun,Samara,,,,1,,2,0
E6,128,18-Jun,Samara,,,,1,,4,0
E6,129,18-Jun,Samara,,,,1,,3,0
E6,130,18-Jun,Samara,,,,1,,9,0
E6,131,18-Jun,Samara,,,,1,,5,0
E6,132,18-Jun,Samara,,,,1,,4,0
E6,133,18-Jun,Samara,,,,0,,5,0
E6,134,18-Jun,Samara,,,,NA,NA,NA,NA
E6,135,18-Jun,Samara,,,,0,,2,0
E6,136,18-Jun,Samara,,,,1,,6,0
E6,137,18-Jun,Samara,,,,1,,4,0
E6,138,18-Jun,Samara,,,,0,,7,0
E6,139,18-Jun,Samara,,,,NA,NA,NA,NA
E6,140,18-Jun,Samara,,,,1,,6,0
E6,141,18-Jun,Samara,,,,2,,5,0
E6,142,18-Jun,Samara,,,,1,,6,0
E6,143,18-Jun,Samara,,,,1,,3,0
E6,144,18-Jun,Samara,,,,2,,4,0
E6,145,18-Jun,Samara,,,,2,,9,0
E6,146,18-Jun,Samara,,,,1,,3,0
E6,147,18-Jun,Samara,,,,1,,1,0
E6,148,18-Jun,Samara,,,,1,,3,0
E6,149,18-Jun,Samara,,,,1,,4,0
E6,150,18-Jun,Samara,,,,1,,3,0
E6,151,18-Jun,Samara,,,,0,,3,0
E6,152,18-Jun,Samara,,,,2,,5,0
E6,153,18-Jun,Samara,,,,1,,4,0
E6,154,18-Jun,Samara,,,,1,,6,1
E6,155,18-Jun,Samara,,,,1,,7,0
E6,156,18-Jun,Samara,,,,1,,2,0
E6,157,18-Jun,Samara,,,,1,,3,0
E6,158,18-Jun,Samara,,,,0,,5,0
E6,159,18-Jun,Samara,,,,1,,4,0
E6,160,18-Jun,Samara,,,,0,,5,0
E6,161,18-Jun,Samara,,,,1,,4,0
E6,162,18-Jun,Samara,,,,2,,1,1
E6,163,18-Jun,Samara,,,,1,,4,0
E6,164,18-Jun,Samara,,,,1,,3,0
E6,165,18-Jun,Samara,,,,1,,2,0
E6,166,18-Jun,Samara,,,,3,,4,0
E6,167,18-Jun,Samara,,,,1,,4,0
E6,168,18-Jun,Samara,,,,1,,6,0
E6,169,18-Jun,Samara,,,,0,,4,0
E6,170,18-Jun,Samara,,,,2,,3,0
E6,171,18-Jun,Samara,,,,0,,3,0
E6,172,18-Jun,Samara,,,,0,,6,0
E6,173,18-Jun,Samara,,,,1,,4,0
E6,174,18-Jun,Samara,,,,2,,3,0
E6,175,18-Jun,Samara,,,,2,,3,0
E6,176,18-Jun,Samara,,,,0,,3,0
E6,177,18-Jun,Samara,,,,1,,3,0
E6,178,18-Jun,Samara,,,,2,,3,0
E6,179,18-Jun,Samara,,,,1,,2,0
E6,180,18-Jun,Samara,,,,3,,4,0
E6,181,18-Jun,Samara,,,,0,,5,0
E6,182,18-Jun,Samara,,,,2,,4,0
E6,183,18-Jun,Samara,,,,0,,6,0
E6,184,18-Jun,Samara,,,,1,,5,0
E6,185,18-Jun,Samara,,,,2,,3,0
E6,186,18-Jun,Samara,,,,0,,2,0
E6,187,18-Jun,Samara,,,,2,,3,0
E6,188,18-Jun,Samara,,,,0,,4,0
E6,189,18-Jun,Samara,,,,0,,4,1
E6,190,18-Jun,Samara,,,,3,,3,3
E6,191,18-Jun,Samara,,,,0,,3,0
E6,192,18-Jun,Samara,,,,1,,5,0
E6,193,18-Jun,Samara,,,,1,,5,0
E6,194,18-Jun,Samara,,,,1,,5,0
E6,195,18-Jun,Samara,,,,1,,4,0
E6,196,18-Jun,Samara,,,,1,,4,0
E6,197,18-Jun,Samara,,,,1,,5,0
E6,198,18-Jun,Samara,,,,1,,8,0
E6,199,18-Jun,Samara,,,,2,,3,0
E6,200,18-Jun,Samara,,,,2,,6,0
E7 ,1,18-Jun,Damian,,YES,,5,,0,3
E7,2,18-Jun,Damian,YES,,,5,,0,2
E7,3,18-Jun,Damian,,,,1,,0,5
E7,4,18-Jun,Damian,,YES,,4,,0,4
E7,5,18-Jun,Damian,,YES,,4,,0,3
E7,6,18-Jun,Damian,,YES,,4,,0,3
E7,7,18-Jun,Damian,,,,4,,0,1
E7,8,18-Jun,Damian,,,,2,,0,4
E7,9,18-Jun,Damian,,,,3,,0,6
E7,10,18-Jun,Damian,,,,2,,0,4
E7,11,18-Jun,Damian,,,,2,,0,6
E7,12,18-Jun,Damian,,,,5,,0,2
E7,13,18-Jun,Damian,,,,2,,0,1
E7,14,18-Jun,Damian,,,,5,,0,1
E7,15,18-Jun,Damian,,,,2,,0,4
E7,16,18-Jun,Damian,,,,4,,0,1
E7,17,18-Jun,Damian,,YES,,3,,0,3
E7,18,18-Jun,Damian,,,,3,,0,2
E7,19,18-Jun,Damian,,,,2,,0,3
E7,20,18-Jun,Damian,,YES,,5,,0,1
E7,21,18-Jun,Damian,,YES,,4,,0,4
E7,22,18-Jun,Damian,,,,2,,0,1
E7,23,18-Jun,Damian,YES,,,5,,0,1
E7,24,18-Jun,Damian,,,,2,,0,1
E7,25,18-Jun,Damian,,,,4,,0,3
E7,26,18-Jun,Damian,,,,5,,0,3
E7,27,18-Jun,Damian,,,,2,,0,3
E7,28,18-Jun,Damian,,,,2,,0,4
E7,29,18-Jun,Damian,,,,5,,0,2
E7,30,18-Jun,Damian,,YES,,1,,0,3
E7,31,18-Jun,Damian,NA,NA,NA,NA,NA,NA,NA
E7,32,18-Jun,Damian,,YES,,2,,0,2
E7,33,18-Jun,Damian,,,,2,,0,2
E7,34,18-Jun,Damian,,,,5,,0,3
E7,35,18-Jun,Damian,,,,4,,0,2
E7,36,18-Jun,Damian,,,,3,,0,2
E7,37,18-Jun,Damian,,,,2,,0,3
E7,38,18-Jun,Damian,,,,5,,0,4
E7,39,18-Jun,Damian,,,,3,,0,1
E7,40,18-Jun,Damian,,,,3,,0,1
E7,41,18-Jun,Damian,,,,5,,0,2
E7,42,18-Jun,Damian,,YES,,4,,0,3
E7,43,18-Jun,Damian,NA,NA,NA,NA,NA,NA,NA
E7,44,18-Jun,Damian,,,,2,,0,1
E7,45,18-Jun,Damian,,,,1,,0,3
E7,46,18-Jun,Damian,,,,5,,0,2
E7,47,18-Jun,Damian,,,,5,,0,3
E7,48,18-Jun,Damian,,,,4,,0,3
E7,49,18-Jun,Damian,,,,1,,0,3
E7,50,18-Jun,Damian,,,,5,,0,1
E7,51,18-Jun,Damian,,,,3,,0,2
E7,52,18-Jun,Damian,,,,5,,0,4
E7,53,18-Jun,Damian,,,,5,,0,1
E7,54,18-Jun,Damian,,,,3,,0,3
E7,55,18-Jun,Damian,,,,5,,0,4
E7,56,18-Jun,Damian,,,,2,,0,4
E7,57,18-Jun,Damian,,YES,,4,,0,2
E7,58,18-Jun,Damian,,,,2,,0,4
E7,59,18-Jun,Damian,,,,5,,0,1
E7,60,18-Jun,Damian,,YES,,4,,0,3
E7,61,18-Jun,Damian,,YES,,5,,0,1
E7,62,18-Jun,Damian,,,,4,,0,2
E7,63,18-Jun,Damian,,,,1,,0,1
E7,64,18-Jun,Damian,,,,5,,0,5
E7,65,18-Jun,Damian,,,,5,,0,3
E7,66,18-Jun,Damian,,,,5,,0,3
E7,67,18-Jun,Damian,,YES,,4,,0,3
E7,68,18-Jun,Damian,,,,5,,0,4
E7,69,18-Jun,Damian,,,,4,,0,4
E7,70,18-Jun,Damian,,,,3,,0,5
E7,71,18-Jun,Damian,,,,5,,0,4
E7,72,18-Jun,Damian,,,,3,,0,1
E7,73,18-Jun,Damian,,YES,,2,,0,4
E7,74,18-Jun,Damian,,YES,,5,,0,4
E7,75,18-Jun,Damian,,,,5,,0,4
E7,76,18-Jun,Damian,,,,2,,0,3
E7,77,18-Jun,Damian,,YES,,5,,0,4
E7,78,18-Jun,Damian,,,,4,,0,2
E7,79,18-Jun,Damian,,,,1,,0,5
E7,80,18-Jun,Damian,,,,4,,0,1
E7,81,18-Jun,Damian,,,,1,,0,1
E7,82,18-Jun,Damian,,,,2,,0,3
E7,83,18-Jun,Damian,,,,5,,0,4
E7,84,18-Jun,Damian,,,,2,,0,4
E7,85,18-Jun,Damian,,,,2,,0,7
E7,86,18-Jun,Damian,,,,2,,0,9
E7,87,18-Jun,Damian,,,,2,,0,1
E7,88,18-Jun,Damian,,,,2,,0,3
E7,89,18-Jun,Damian,,,,2,,0,1
E7,90,18-Jun,Damian,,YES,,3,,0,2
E7,91,18-Jun,Damian,,,,2,,0,7
E7,92,18-Jun,Damian,,,,2,,0,3
E7,93,18-Jun,Damian,,,,2,,0,3
E7,94,18-Jun,Damian,,,,2,,0,6
E7,95,18-Jun,Damian,,,,2,,0,5
E7,96,18-Jun,Damian,,,,3,,0,5
E7,97,18-Jun,Damian,,YES,,2,,0,4
E7,98,18-Jun,Damian,,,,2,,0,4
E7,99,18-Jun,Damian,,,,2,,0,4
E7,100,18-Jun,Damian,,,,2,,0,4
E7,101,18-Jun,Damian,,,,1,,0,1
E7,102,18-Jun,Damian,,,,2,,0,4
E7,103,18-Jun,Damian,,YES,,2,,0,4
E7,104,18-Jun,Damian,,,,1,,0,3
E7,105,18-Jun,Damian,,,,3,,0,3
E7,106,18-Jun,Damian,,,,4,,0,4
E7,107,18-Jun,Damian,,,,1,,0,3
E7,108,18-Jun,Damian,,,,1,,0,5
E7,109,18-Jun,Damian,,,,2,,0,3
E7,110,18-Jun,Damian,,,,2,,0,5
E7,111,18-Jun,Damian,,,,2,,0,4
E7,112,18-Jun,Damian,,,,2,,0,5
E7,113,18-Jun,Damian,,,,1,,0,6
E7,114,18-Jun,Damian,NA,NA,NA,NA,NA,NA,NA
E7,115,18-Jun,Damian,,,,2,,0,3
E7,116,18-Jun,Damian,,,,1,,0,4
E7,117,18-Jun,Damian,,,,1,,0,3
E7,118,18-Jun,Damian,,YES,,2,,0,4
E7,119,18-Jun,Damian,,,,1,,0,4
E7,120,18-Jun,Damian,NA,NA,NA,NA,NA,NA,NA
E7,121,18-Jun,Damian,,,,1,,0,5
E7,122,18-Jun,Damian,,,,2,,0,3
E7,123,18-Jun,Damian,,,,1,,0,3
E7,124,18-Jun,Damian,,,,1,,0,3
E7,125,18-Jun,Damian,,,,4,,0,2
E7,126,18-Jun,Damian,,,,1,,0,2
E7,127,18-Jun,Damian,,,,2,,0,5
E7,128,18-Jun,Damian,,,,0,,1,0
E7,129,18-Jun,Damian,,,,1,,3,1
E7,130,18-Jun,Damian,,,,2,,0,1
E7,131,18-Jun,Damian,,,,1,,0,6
E7,132,18-Jun,Damian,,,,3,,0,3
E7,133,18-Jun,Damian,,,,2,,0,2
E7,134,18-Jun,Damian,,,,1,,0,2
E7,135,18-Jun,Damian,,,,5,,0,3
E7,136,18-Jun,Damian,,,,2,,0,2
E7,137,18-Jun,Damian,,,,2,,0,2
E7,138,18-Jun,Damian,,,,1,,0,4
E7,139,18-Jun,Damian,,,,2,,0,3
E7,140,18-Jun,Damian,,YES,,2,,0,1
E7,141,18-Jun,Damian,,YES,,4,,0,2
E7,142,18-Jun,Damian,,,,2,,0,3
E7,143,18-Jun,Damian,NA,NA,NA,NA,NA,NA,NA
E7,144,18-Jun,Damian,,,,2,,0,4
E7,145,18-Jun,Damian,,,,2,,0,3
E7,146,18-Jun,Damian,,,,2,,0,1
E7,147,18-Jun,Damian,,,,4,,0,2
E7,148,18-Jun,Damian,,,,2,,0,1
E7,149,18-Jun,Damian,,YES,,3,,0,3
E7,150,18-Jun,Damian,,,,4,,0,3
E7,151,18-Jun,Damian,,,,1,,0,2
E7,152,18-Jun,Damian,,,,2,,0,4
E7,153,18-Jun,Damian,,,,2,,0,4
E7,154,18-Jun,Damian,,,,3,,0,4
E7,155,18-Jun,Damian,NA,NA,NA,NA,NA,NA,NA
E7,156,18-Jun,Damian,,,,2,,0,3
E7,157,18-Jun,Damian,,,,5,,2,1
E7,158,18-Jun,Damian,,,,2,,0,1
E7,159,18-Jun,Damian,,,,2,,0,2
E7,160,18-Jun,Damian,,YES,,4,,0,5
E7,161,18-Jun,Damian,,,,2,,0,3
E7,162,18-Jun,Damian,,,,2,,0,3
E7,163,18-Jun,Damian,,,,1,,0,3
E7,164,18-Jun,Damian,,,,3,,0,2
E7,165,18-Jun,Damian,,,,1,,1,3
E7,166,18-Jun,Damian,,,,2,,0,2
E7,167,18-Jun,Damian,,,,4,,0,4
E7,168,18-Jun,Damian,,,,1,,0,3
E7,169,18-Jun,Damian,,,,4,,0,2
E7,170,18-Jun,Damian,,,,4,,0,4
E7,171,18-Jun,Damian,,,,1,,0,3
E7,172,18-Jun,Damian,,,,1,,0,7
E7,173,18-Jun,Damian,,,,2,,0,1
E7,174,18-Jun,Damian,,,,1,,0,2
E7,175,18-Jun,Damian,,,,2,,0,2
E7,176,18-Jun,Damian,,,,3,,0,5
E7,177,18-Jun,Damian,,,,4,,0,2
E7,178,18-Jun,Damian,,,,3,,0,5
E7,179,18-Jun,Damian,,,,1,,0,5
E7,180,18-Jun,Damian,,,,4,,0,2
E7,181,18-Jun,Damian,,,,1,,0,2
E7,182,18-Jun,Damian,,,,1,,0,2
E7,183,18-Jun,Damian,NA,NA,NA,NA,NA,NA,NA
E7,184,18-Jun,Damian,,,,3,,0,3
E7,185,18-Jun,Damian,NA,NA,NA,NA,NA,NA,NA
E7,186,18-Jun,Damian,NA,NA,NA,NA,NA,NA,NA
E7,187,18-Jun,Damian,,,,2,,0,2
E7,188,18-Jun,Damian,,,,3,,0,2
E7,189,18-Jun,Damian,,,,2,,0,2
E7,190,18-Jun,Damian,,,,3,,0,3
E7,191,18-Jun,Damian,,,,2,,0,2
E7,192,18-Jun,Damian,,,,2,,0,4
E7,193,18-Jun,Damian,,,,1,,0,3
E7,194,18-Jun,Damian,,,,5,,0,2
E7,195,18-Jun,Damian,,,,1,,0,1
E7,196,18-Jun,Damian,,,,3,,0,3
E7,197,18-Jun,Damian,,,,2,,0,6
E7,198,18-Jun,Damian,,,,3,,0,3
E7,199,18-Jun,Damian,,,,2,,0,2
E7,200,18-Jun,Damian,,,,1,,0,5
E7,201,18-Jun,Damian,,,,3,,0,3
E7,202,18-Jun,Damian,,,,2,,0,3
E8,1,20-Jun,Samara,,,,0,,8,0
E8,2,20-Jun,Samara,,,,0,,9,0
E8,3,20-Jun,Samara,,,,0,,4,0
E8,4,20-Jun,Samara,,,,0,,4,0
E8,5,20-Jun,Samara,,,,0,,6,0
E8,6,20-Jun,Samara,,,,2,,4,0
E8,7,20-Jun,Samara,,,,0,,2,0
E8,8,20-Jun,Samara,,,,0,,4,0
E8,9,20-Jun,Samara,,,,0,,5,0
E8,10,20-Jun,Samara,,,,2,,2,0
E8,11,20-Jun,Samara,,,,0,,4,0
E8,12,20-Jun,Samara,,,,0,,3,0
E8,13,20-Jun,Samara,,,,0,,2,0
E8,14,20-Jun,Samara,,,,0,,3,0
E8,15,20-Jun,Samara,,,,1,,6,0
E8,16,20-Jun,Samara,,,,0,,4,0
E8,17,20-Jun,Samara,,,,1,,4,0
E8,18,20-Jun,Samara,,,,1,,4,0
E8,19,20-Jun,Samara,,,,0,,4,0
E8,20,20-Jun,Samara,,,,0,,5,0
E8,21,20-Jun,Samara,,,,1,,3,0
E8,22,20-Jun,Samara,,,,0,,4,0
E8,23,20-Jun,Samara,,,,1,,4,0
E8,24,20-Jun,Samara,,,,0,,3,0
E8,25,20-Jun,Samara,,,,1,,3,0
E8,26,20-Jun,Samara,,,,0,,4,0
E8,27,20-Jun,Samara,,,,2,,4,0
E8,28,20-Jun,Samara,,,,1,,5,0
E8,29,20-Jun,Samara,,,,0,,2,0
E8,30,20-Jun,Samara,,,,1,,3,0
E8,31,20-Jun,Samara,,,,1,,4,0
E8,32,20-Jun,Samara,,,,1,,2,0
E8,33,20-Jun,Samara,,,,1,,7,0
E8,34,20-Jun,Samara,,,,1,,2,0
E8,35,20-Jun,Samara,,,,1,,1,0
E8,36,20-Jun,Samara,,,,1,,7,0
E8,37,20-Jun,Samara,,,,0,,11,0
E8,38,20-Jun,Samara,,,,0,,4,0
E8,39,20-Jun,Samara,,,,0,,1,0
E8,40,20-Jun,Samara,,,,1,,4,0
E8,41,20-Jun,Samara,,,,0,,6,0
E8,42,20-Jun,Samara,,,,2,,5,0
E8,43,20-Jun,Samara,,,,NA,NA,NA,NA
E8,44,20-Jun,Samara,,,,1,,2,0
E8,45,20-Jun,Samara,,,,0,,3,0
E8,46,20-Jun,Samara,,,,1,,4,0
E8,47,20-Jun,Samara,,,,1,,4,0
E8,48,20-Jun,Samara,,,,1,,4,0
E8,49,20-Jun,Samara,,,,1,,5,0
E8,50,20-Jun,Samara,,,,0,,2,0
E8,51,20-Jun,Samara,,,,1,,4,0
E8,52,20-Jun,Samara,,,,0,,1,0
E8,53,20-Jun,Samara,,,,0,,4,0
E8,54,20-Jun,Samara,,,,0,,2,0
E8,55,20-Jun,Samara,,,,1,,4,0
E8,56,20-Jun,Samara,,,,0,,6,0
E8,57,20-Jun,Samara,,,,0,,4,0
E8,58,20-Jun,Samara,,,,0,,3,0
E8,59,20-Jun,Samara,,,,0,,4,0
E8,60,20-Jun,Samara,,,,NA,NA,NA,NA
E8,61,20-Jun,Samara,,,,2,,3,0
E8,62,20-Jun,Samara,,,,1,,7,0
E8,63,20-Jun,Samara,,,,1,,6,0
E8,64,20-Jun,Samara,,,,1,,2,0
E8,65,20-Jun,Samara,,,,NA,NA,NA,NA
E8,66,20-Jun,Samara,,,,1,,6,0
E8,67,20-Jun,Samara,,,,1,,1,0
E8,68,20-Jun,Samara,,,,0,,4,0
E8,69,20-Jun,Samara,,,,1,,3,0
E8,70,20-Jun,Samara,,,,0,,3,0
E8,71,20-Jun,Samara,,,,0,,6,0
E8,72,20-Jun,Samara,,,,0,,2,0
E8,73,20-Jun,Samara,,,,1,,5,0
E8,74,20-Jun,Samara,,,,0,,2,0
E8,75,20-Jun,Samara,,,,0,,6,0
E8,76,20-Jun,Samara,,,,1,,5,0
E8,77,20-Jun,Samara,,,,0,,3,0
E8,78,20-Jun,Samara,,,,1,,2,0
E8,79,20-Jun,Samara,,,,1,,3,0
E8,80,20-Jun,Samara,,,,0,,0,0
E8,81,20-Jun,Samara,,,,0,,3,0
E8,82,20-Jun,Samara,,,,1,,3,0
E8,83,20-Jun,Samara,,,,1,,6,0
E8,84,20-Jun,Samara,,,,1,,7,0
E8,85,20-Jun,Samara,,,,0,,1,0
E8,86,20-Jun,Samara,,,,0,,6,0
E8,87,20-Jun,Samara,,,,0,,4,0
E8,88,20-Jun,Samara,,,,0,,5,0
E8,89,20-Jun,Samara,,,,0,,3,0
E8,90,20-Jun,Samara,,,,0,,2,0
E8,91,20-Jun,Samara,,,,1,,4,0
E8,92,20-Jun,Samara,,,,0,,3,0
E8,93,20-Jun,Samara,,,,0,,5,0
E8,94,20-Jun,Samara,,,,0,,2,0
E8,95,20-Jun,Samara,,,,0,,5,0
E8,96,20-Jun,Samara,,,,1,,4,0
E8,97,20-Jun,Samara,,,,0,,2,0
E8,98,20-Jun,Samara,,,,0,,4,0
E8,99,20-Jun,Samara,,,,0,,5,0
E8,100,20-Jun,Samara,,,,1,,5,1
E8,101,20-Jun,Samara,,,,1,,2,0
E8,102,20-Jun,Samara,,,,0,,3,0
E8,103,20-Jun,Samara,,,,0,,5,0
E8,104,20-Jun,Samara,,,,1,,4,0
E8,105,20-Jun,Samara,,,,1,,5,0
E8,106,20-Jun,Samara,,,,1,,4,0
E8,107,20-Jun,Samara,,,,0,,1,0
E8,108,20-Jun,Samara,,,,1,,3,0
E8,109,20-Jun,Samara,,,,1,,5,0
E8,110,20-Jun,Samara,,,,1,,5,0
E8,111,20-Jun,Samara,,,,0,,4,0
E8,112,20-Jun,Samara,,,,2,,4,0
E8,113,20-Jun,Samara,,,,0,,3,0
E8,114,20-Jun,Samara,,,,0,,1,0
E8,115,20-Jun,Samara,,,,1,,4,0
E8,116,20-Jun,Samara,,,,0,,4,0
E8,117,20-Jun,Samara,,,,0,,6,0
E8,118,20-Jun,Samara,,,,2,,5,0
E8,119,20-Jun,Samara,,,,2,,2,3
E8,120,20-Jun,Samara,,,,0,,1,0
E8,121,20-Jun,Samara,,,,2,,2,2
E8,122,20-Jun,Samara,,,,0,,1,0
E8,123,20-Jun,Samara,,,,0,,3,0
E8,124,20-Jun,Samara,,,,1,,3,0
E8,125,20-Jun,Samara,,,,0,,4,0
E8,126,20-Jun,Samara,,,,0,,3,0
E8,127,20-Jun,Samara,,,,1,,1,0
E8,128,20-Jun,Samara,,,,1,,2,0
E8,129,20-Jun,Samara,,,,1,,5,0
E8,130,20-Jun,Samara,,,,1,,5,0
E8,131,20-Jun,Samara,,,,1,,4,0
E8,132,20-Jun,Samara,,,,0,,3,0
E8,133,20-Jun,Samara,,,,2,,4,0
E8,134,20-Jun,Samara,,,,1,,2,0
E8,135,20-Jun,Samara,,,,1,,7,0
E8,136,20-Jun,Samara,,,,0,,2,0
E8,137,20-Jun,Samara,,,,1,,3,0
E8,138,20-Jun,Samara,,,,1,,5,0
E8,139,20-Jun,Samara,,,,0,,1,0
E8,140,20-Jun,Samara,,,,1,,3,0
E8,141,20-Jun,Samara,,,,NA,NA,NA,NA
E8,142,20-Jun,Samara,,,,0,,4,0
E8,143,20-Jun,Samara,,,,1,,4,0
E8,144,20-Jun,Samara,,,,1,,2,0
E8,145,20-Jun,Samara,,,,0,,2,0
E8,146,20-Jun,Samara,,,,2,,3,0
E8,147,20-Jun,Samara,,,,1,,4,0
E8,148,20-Jun,Samara,,,,2,,2,0
E8,149,20-Jun,Samara,,,,2,,2,0
E8,150,20-Jun,Samara,,,,1,,3,0
E8,151,20-Jun,Samara,,,,1,,2,0
E8,152,20-Jun,Samara,,,,1,,3,0
E8,153,20-Jun,Samara,,,,0,,3,0
E8,154,20-Jun,Samara,,,,0,,4,0
E8,155,20-Jun,Samara,,,,1,,3,0
E8,156,20-Jun,Samara,,,,0,,4,0
E8,157,20-Jun,Samara,,,,2,,2,0
E8,158,20-Jun,Samara,,,,1,,3,0
E8,159,20-Jun,Samara,,,,0,,3,0
E8,160,20-Jun,Samara,,,,1,,4,0
E8,161,20-Jun,Samara,,,,2,,3,0
E8,162,20-Jun,Samara,,,,0,,3,0
E8,163,20-Jun,Samara,,,,0,,2,0
E8,164,20-Jun,Samara,,,,1,,2,0
E8,165,20-Jun,Samara,,,,2,,3,0
E8,166,20-Jun,Samara,,,,1,,4,0
E8,167,20-Jun,Samara,,,,0,,3,0
E8,168,20-Jun,Samara,,,,0,,2,0
E8,169,20-Jun,Samara,,,,0,,4,0
E8,170,20-Jun,Samara,,,,0,,5,0
E8,171,20-Jun,Samara,,,,0,,3,0
