block ,individual,date,surveyor,stem_length,bud_length,flower_length,fruit_length,note,stem_switch
JC6,2,18/7/2018,claire,38,43.5,,,,
JC6,3,18/7/2018,claire,34,35,,,,y
JC6,4,18/7/2018,claire,30,31,,,,
JC6,5,18/7/2018,claire,25,,,,,
JC6,6,18/7/2018,claire,35.5,39,,,,
JC6,7,18/7/2018,claire,35,,,,,
JC6,8,18/7/2018,claire,26,,,,,
JC6,9,18/7/2018,claire,30,,,,,
JC6,10,18/7/2018,claire,24,24.5,,,,y
JC6,11,18/7/2018,claire,37,42.5,,,,
JC6,12,18/7/2018,claire,38,38.5,,,,
JC6,13,18/7/2018,claire,30.5,31,,,,y
JC6,14,18/7/2018,claire,24,24.5,,,,
JC6,15,18/7/2018,claire,19,,,,,
JC6,16,18/7/2018,claire,37,,,,,
JC6,17,18/7/2018,claire,31,,,,,
JC6,18,18/7/2018,claire,34,,,,,
JC6,19,18/7/2018,claire,36.5,37,,,,
JC6,20,18/7/2018,claire,10.5,,,,,
JC6,21,18/7/2018,claire,37,37.5,,,,
JC6,22,18/7/2018,claire,43,53.5,,,,y
JC6,23,18/7/2018,claire,42.5,62,46,,,
JC6,24,18/7/2018,claire,39,40,,,,
JC6,25,18/7/2018,claire,29,29.5,,,,
JC6,26,18/7/2018,claire,29.5,,,,,
JC6,27,18/7/2018,claire,44,45,,,,
JC6,28,18/7/2018,claire,35,36,,,,
JC6,29,18/7/2018,claire,36.5,,,,,
JC6,30,18/7/2018,claire,44.5,51,,,,
JC6,31,18/7/2018,claire,49,50.5,,,,
JC6,32,18/7/2018,claire,34.5,35,,,,
JC6,33,18/7/2018,claire,36,,,,,
JC6,34,18/7/2018,claire,33.5,34,,,,
JC6,35,18/7/2018,claire,33,,,,,
JC6,36,18/7/2018,claire,27,,,,,
JC6,37,18/7/2018,claire,55,57,,,,
JC6,38,18/7/2018,claire,45.5,55.5,,,,
JC6,39,18/7/2018,claire,43,49.5,,,,
JC6,40,18/7/2018,claire,45,46.5,,,,
JC7,1,18/7/2018,jamie,35.5,,,,,
JC7,2,18/7/2018,jamie,47.5,54.5,,,,
JC7,3,18/7/2018,jamie,16.5,,,,,
JC7,4,18/7/2018,jamie,31.5,33,,,,
JC7,5,18/7/2018,jamie,36,,,,,
JC7,6,18/7/2018,jamie,12,,,,,
JC7,7,18/7/2018,jamie,33.5,,,,,
JC7,8,18/7/2018,jamie,48,54,,,,
JC7,9,18/7/2018,jamie,20.5,,,,,
JC7,10,18/7/2018,jamie,29,,,,,
JC7,11,18/7/2018,jamie,49.5,55,,,,
JC7,12,18/7/2018,jamie,39,47.5,,,,
JC7,13,18/7/2018,jamie,51.5,57,,,,
JC7,14,18/7/2018,jamie,39.5,51,40.5,,,
JC7,15,18/7/2018,jamie,42,45,,,,
JC7,16,18/7/2018,jamie,38,39,,,,
JC7,17,18/7/2018,jamie,50,77,62,,,
JC7,18,18/7/2018,jamie,56.5,62,,,,
JC7,19,18/7/2018,jamie,41.5,42,,,,
JC7,20,18/7/2018,jamie,35,39.5,,,flowered,y
JC7,21,18/7/2018,jamie,21.5,,,,,
JC7,22,18/7/2018,jamie,33.5,39,,,,
JC7,23,18/7/2018,jamie,20,,,,,
JC7,24,18/7/2018,jamie,40,44,,,,
JC7,25,18/7/2018,jamie,42.5,50.5,,,,
JC7,26,18/7/2018,jamie,48,57,,,,
JC7,27,18/7/2018,jamie,31,,,,,
JC7,28,18/7/2018,jamie,34.5,35.5,,,,
JC7,29,18/7/2018,jamie,34,34.5,,,,
JC7,30,18/7/2018,jamie,45.5,48.5,,,,
JC7,31,18/7/2018,jamie,32.5,,,,,
JC7,32,18/7/2018,jamie,36,,,,,
JC7,33,18/7/2018,jamie,26.5,,,,,
JC7,34,18/7/2018,jamie,47,,,,,
JC7,35,18/7/2018,jamie,36,38,,,,
JC7,36,18/7/2018,jamie,36.5,50,,,,
JC7,37,18/7/2018,jamie,29,,,,,
JC7,38,18/7/2018,jamie,37.5,,,,,
JC7,39,18/7/2018,jamie,11.5,,,,,
JC7,40,18/7/2018,jamie,28,,,,,
JC8,1,18/7/2018,jamie,27,,,,flowered,y
JC8,2,18/7/2018,jamie,30,55,40.5,,,
JC8,3,18/7/2018,jamie,41.5,43,,,,
JC8,4,18/7/2018,jamie,51.5,,,,,
JC8,5,18/7/2018,jamie,38.5,,,,,
JC8,6,18/7/2018,jamie,43,55,,,,
JC8,7,18/7/2018,jamie,46,50,,,,
JC8,8,18/7/2018,jamie,40.5,50.5,,,,
JC8,9,18/7/2018,jamie,34,41,,,,
JC8,10,18/7/2018,jamie,27.5,,,,,
JC8,11,18/7/2018,jamie,47,48.5,,,,
JC8,12,18/7/2018,jamie,no data,50.5,41,,,
JC8,13,18/7/2018,jamie,36.5,37,,,,
JC8,14,18/7/2018,jamie,45,46.5,,,,
JC8,15,18/7/2018,jamie,37.5,45.5,,,,
JC8,16,18/7/2018,jamie,39.5,41.5,,,,
JC8,17,18/7/2018,jamie,38,40,,,,
JC8,18,18/7/2018,jamie,missing,,,,,
JC8,19,18/7/2018,jamie,42,,,,,
JC8,20,18/7/2018,jamie,41,50.5,43.5,,,
JC8,21,18/7/2018,jamie,39,41,,,,
JC8,22,18/7/2018,jamie,34,35,,,,
JC8,23,18/7/2018,jamie,49.5,55.5,,,,
JC8,24,18/7/2018,jamie,35,38.5,,,,
JC8,25,18/7/2018,jamie,28,,,,,
JC8,26,18/7/2018,jamie,46.5,51,,,,
JC8,27,18/7/2018,jamie,32,,,,,
JC8,28,18/7/2018,jamie,44,45.5,,,,
JC8,29,18/7/2018,jamie,19,,,,flowered,
JC8,30,18/7/2018,jamie,41,,,,,
JC8,31,18/7/2018,jamie,32,35.5,,,,
JC8,32,18/7/2018,jamie,29.5,34,,,,
JC8,33,18/7/2018,jamie,35,,,,,
JC8,34,18/7/2018,jamie,47,,,,,
JC8,35,18/7/2018,jamie,19,,,,,
JC8,36,18/7/2018,jamie,29.5,,,,,
JC8,37,18/7/2018,jamie,44.5,49,,,,
JC8,38,18/7/2018,jamie,37,38.5,,,,
JC8,39,18/7/2018,jamie,15,,,,,
JC8,40,18/7/2018,jamie,33.5,,,,,
M7,1,13/7/2018,Claire,105.5,149,143.5,,,
M7,2,13/7/2018,Claire,100,132.5,126,,,
M7,3,13/7/2018,Claire,125.5,155.5,150,,,
M7,4,13/7/2018,Claire,94.5,109.5,102,,,
M7,5,13/7/2018,Claire,81,112.5,106.5,,,
M7,6,13/7/2018,Claire,94,109.5,103.5,,,
M7,7,13/7/2018,Claire,99,129.5,116,,,
M7,8,13/7/2018,Claire,100.5,133.5,127.5,,,
M7,9,13/7/2018,Claire,73,106.5,101,,,
M7,10,13/7/2018,Claire,87.5,113,108.5,,,
M7,11,13/7/2018,Claire,92,129.5,125,,,
M7,12,13/7/2018,Claire,116.5,153.5,148,,,
M7,13,13/7/2018,Claire,91,130,124,,,
M7,14,13/7/2018,Claire,76,93,89.5,,,
M7,15,13/7/2018,Claire,96,122.5,118,,,
M7,16,13/7/2018,Claire,94,121.5,116,,,
M7,17,13/7/2018,Claire,85,106,101,,,
M7,18,13/7/2018,Claire,99.5,132.5,127,,,
M7,19,13/7/2018,Claire,81,108,102.5,,,
M7,20,13/7/2018,Claire,82,123.5,116,,,
M7,21,13/7/2018,Claire,92,124,118,,,
M7,22,13/7/2018,Claire,84,110.5,105,,,
M7,23,13/7/2018,Claire,100,136,132.5,,,
M7,24,13/7/2018,Claire,105,114,113.5,,,
M7,25,13/7/2018,Claire,83,106,100,,,
M7,26,13/7/2018,Claire,102.5,141,134,,,
M7,27,13/7/2018,Claire,102,117.5,110,,,
M7,28,13/7/2018,Claire,105,122,117.5,,,
M7,29,13/7/2018,Claire,94.5,118,113.5,,,
M7,30,13/7/2018,Claire,99,109,103,,,
M7,31,13/7/2018,Claire,107,122,118.5,,,
M7,32,13/7/2018,Claire,91.5,118,114.5,,,
M7,33,13/7/2018,Claire,83,120.5,115,,,
M7,34,13/7/2018,Claire,82,137.5,134.5,,,
M7,35,13/7/2018,Claire,96,122.5,118,,,
M7,36,13/7/2018,Claire,91.5,121.5,115,,,
M7,37,13/7/2018,Claire,113,135,129,,,
M7,38,13/7/2018,Claire,60,96,92,,,
M7,39,13/7/2018,Claire,83.5,118,111,,,
M7,40,13/7/2018,Claire,84,118.5,114,,,
M7,41,13/7/2018,Claire,80,112,108.5,,,
M7,42,13/7/2018,Claire,88,108,103,,,
M7,43,13/7/2018,Claire,94,117.5,114,,,
M7,44,13/7/2018,Claire,108,124,118,,,
M7,45,13/7/2018,Claire,84,121.5,115,,,
M7,46,13/7/2018,Claire,104,136,131,,,
M7,47,13/7/2018,Claire,81,103,100,,,
M7,48,13/7/2018,Claire,122,165,158.5,,,
M7,49,13/7/2018,Claire,99,125,119,,,
M7,50,13/7/2018,Claire,86,117,117,,,
M7,51,13/7/2018,Claire,missing,,,,,
M7,52,13/7/2018,Claire,106.5,134,127,,,
M7,53,13/7/2018,Claire,missing,,,,,
M7,54,13/7/2018,Claire,85,117,112,,,
M7,55,13/7/2018,Claire,93,125,121,,,
M7,56,13/7/2018,Claire,83,95,90.5,,,
M7,57,13/7/2018,Claire,72.5,123.5,118,,,
M7,58,13/7/2018,Claire,103,126,121,,,
M7,59,13/7/2018,Claire,110,125.5,119.5,,,
M7,60,13/7/2018,Claire,84,119,114.5,,,
M7,61,13/7/2018,Claire,96,116.5,110.5,,,
M7,62,13/7/2018,Claire,66.5,70,,,,
M7,63,13/7/2018,Claire,104.5,135,128,,,
M7,64,13/7/2018,Claire,80.5,102,98,,,
M7,65,13/7/2018,Claire,88.5,113,106.5,,,
M7,66,13/7/2018,Claire,107.5,130.5,126.5,,,
M7,67,13/7/2018,Claire,69,80,76.5,,,
M7,68,13/7/2018,Claire,106,130.5,125,,,
M7,69,13/7/2018,Claire,65.5,95.5,91,,,
M7,70,13/7/2018,Claire,69.5,90,86.5,,,
M7,71,13/7/2018,Claire,79.5,82,,,,
M7,72,13/7/2018,Claire,73,91,87,,,
M7,73,13/7/2018,Claire,110,128,124,,,
M7,74,13/7/2018,Claire,74,93.5,90.5,,,
M7,75,13/7/2018,Claire,79,101.5,98.5,,,
M7,76,13/7/2018,Claire,79.5,101,96.5,,,
M7,77,13/7/2018,Claire,80,105.5,102.5,,,
M7,78,13/7/2018,Claire,80,112.5,108,,,
M7,79,13/7/2018,Claire,93,111,104,,,
M7,80,13/7/2018,Claire,84,111,106,,,
M7,81,13/7/2018,Claire,88,112,107,,,
M7,82,13/7/2018,Claire,75,88.5,84.5,,,
M7,83,13/7/2018,Claire,87,100.5,95,,,
M7,84,13/7/2018,Claire,81,107,102.5,,,
M7,85,13/7/2018,Claire,66,84,80,,,
M7,86,13/7/2018,Claire,88,106.5,101.5,,,
M7,87,13/7/2018,Claire,81,99,92.5,,,
M7,88,13/7/2018,Claire,83,101,97.5,,,
M7,89,13/7/2018,Claire,93,117,111.5,,,
M7,90,13/7/2018,Claire,88,116,111.5,,,
M7,91,13/7/2018,Claire,79.5,110.5,104.5,,,
M7,92,13/7/2018,Claire,92,112.5,106,,,
M7,93,13/7/2018,Claire,60,83.5,80,,,
M7,94,13/7/2018,Claire,73,84,79,,,
M7,95,13/7/2018,Claire,96,125,118.5,,,
M7,96,13/7/2018,Claire,104,124.5,120,,,
M7,97,13/7/2018,Claire,92.5,121.5,114,,,
M7,98,13/7/2018,Claire,102.5,141.5,132.5,,,
M7,99,13/7/2018,Claire,98,111,103,,,
M7,100,13/7/2018,Claire,120.5,141,136,,,
M8,1,13/7/2018,Jamie,119,132.5,124.5,,,
M8,2,13/7/2018,Jamie,114.5,135,128,,,
M8,3,13/7/2018,Jamie,80.5,99,93,,,
M8,4,13/7/2018,Jamie,99,125.5,118.5,,,
M8,5,13/7/2018,Jamie,96,133,125.5,,,
M8,6,13/7/2018,Jamie,104,115.5,110,,,
M8,7,13/7/2018,Jamie,79.5,107,102.5,,,
M8,8,13/7/2018,Jamie,111,146.5,140,,,
M8,9,13/7/2018,Jamie,102,135.5,130,,,
M8,10,13/7/2018,Jamie,81,119.5,114.5,,,
M8,11,13/7/2018,Jamie,86,97.5,93,,,
M8,12,13/7/2018,Jamie,79.5,98.5,94,,,
M8,13,13/7/2018,Jamie,118,150,139.5,,,
M8,14,13/7/2018,Jamie,100.5,116.5,112,,,
M8,15,13/7/2018,Jamie,111.5,155,148,,,
M8,16,13/7/2018,Jamie,missing,,,,,
M8,17,13/7/2018,Jamie,97,118,113.5,,,
M8,18,13/7/2018,Jamie,84.5,136,129,,,
M8,19,13/7/2018,Jamie,101.5,115.5,108,,,
M8,20,13/7/2018,Jamie,106.5,134,127,,,
M8,21,13/7/2018,Jamie,86,105,98.5,,,
M8,22,13/7/2018,Jamie,84.5,108.5,101.5,,,
M8,23,13/7/2018,Jamie,86,112.5,108,,,
M8,24,13/7/2018,Jamie,101,119,114,,,
M8,25,13/7/2018,Jamie,99,123,118,,,
M8,26,13/7/2018,Jamie,103.5,125,114.5,,,
M8,27,13/7/2018,Jamie,103,124.5,118.5,,,
M8,28,13/7/2018,Jamie,92.5,128.5,122.5,,,
M8,29,13/7/2018,Jamie,99,128,123,,,
M8,30,13/7/2018,Jamie,101,130.5,125.5,,,
M8,31,13/7/2018,Jamie,107,123,123,,,
M8,32,13/7/2018,Jamie,72.5,103,98.5,,,
M8,33,13/7/2018,Jamie,102,131,124.5,,,
M8,34,13/7/2018,Jamie,83,113.5,109,,,
M8,35,13/7/2018,Jamie,89.5,129,120.5,,,
M8,36,13/7/2018,Jamie,91.5,121,116,,,
M8,37,13/7/2018,Jamie,94.5,126.5,120,,,
M8,38,13/7/2018,Jamie,108.5,126,121.5,,,
M8,39,13/7/2018,Jamie,75,107.5,102.5,,,
M8,40,13/7/2018,Jamie,84,100.5,97,,,
M8,41,13/7/2018,Jamie,93,110.5,105,,,
M8,42,13/7/2018,Jamie,82,95.5,91.5,,,y
M8,43,13/7/2018,Jamie,110,146,138,,,
M8,44,13/7/2018,Jamie,110,131,127.5,,,
M8,45,13/7/2018,Jamie,108,115,109.5,,,
M8,46,13/7/2018,Jamie,103,135,128.5,,,
M8,47,13/7/2018,Jamie,114.5,139,131,,,
M8,48,13/7/2018,Jamie,117,136,131,,,
M8,49,13/7/2018,Jamie,108,136.5,131,,,
M8,50,13/7/2018,Jamie,122,161,152.5,,,
M8,51,13/7/2018,Jamie,104,149,144.5,,,
M8,52,13/7/2018,Jamie,100.5,153.5,147.5,,,
M8,53,13/7/2018,Jamie,122.5,149,145,,,
M8,54,13/7/2018,Jamie,101,127.5,123,,,
M8,55,13/7/2018,Jamie,84.5,132.5,127,,,
M8,56,13/7/2018,Jamie,111.5,150,145.5,,,
M8,57,13/7/2018,Jamie,87,115.5,110.5,,,
M8,58,13/7/2018,Jamie,88,111,106.5,,,
M8,59,13/7/2018,Jamie,106.5,120,115.5,,,
M8,60,13/7/2018,Jamie,90.5,109.5,103,,,
M8,61,13/7/2018,Jamie,89,144,137,,,
M8,62,13/7/2018,Jamie,97.5,113,108.5,,,
M8,63,13/7/2018,Jamie,93.5,132,127,,,
M8,64,13/7/2018,Jamie,91,129.5,125,,,
M8,65,13/7/2018,Jamie,96.5,133,126.5,,,
M8,66,13/7/2018,Jamie,116,148.5,142.5,,,
M8,67,13/7/2018,Jamie,103,115.5,110.5,,,
M8,68,13/7/2018,Jamie,77,100.5,94.5,,,
M8,69,13/7/2018,Jamie,99,131.5,127,,,
M8,70,13/7/2018,Jamie,90,120.5,115.5,,,
M8,71,13/7/2018,Jamie,90.5,131.5,131.5,,,
M8,72,13/7/2018,Jamie,95,119.5,114.5,,,
M8,73,13/7/2018,Jamie,93,127.5,122,,,
M8,74,13/7/2018,Jamie,97.5,131.5,128,,,
M8,75,13/7/2018,Jamie,101,132.5,127.5,,,
M8,76,13/7/2018,Jamie,107,150,144.5,,,
M8,77,13/7/2018,Jamie,77,101,101,,,
M8,78,13/7/2018,Jamie,107.5,136,130.5,,,
M8,79,13/7/2018,Jamie,96,114.5,109,,,
M8,80,13/7/2018,Jamie,124.5,145,138.5,,,
M8,81,13/7/2018,Jamie,missing,,,,,
M8,82,13/7/2018,Jamie,97.5,137,131.5,,,
M8,83,13/7/2018,Jamie,96,126,119,,,
M8,84,13/7/2018,Jamie,101,134,128.5,,,
M8,85,13/7/2018,Jamie,106.5,124,122,,,
M8,86,13/7/2018,Jamie,109,145.5,138,,,
M8,87,13/7/2018,Jamie,90.5,108,102.5,,,
M8,88,13/7/2018,Jamie,68,83.5,79,,,
M8,89,13/7/2018,Jamie,105.5,125,118,,,
M8,90,13/7/2018,Jamie,98.5,111.5,104,,,
M8,91,13/7/2018,Jamie,101.5,136.5,130.5,,,
M8,92,13/7/2018,Jamie,113.5,138.5,132,,,
M8,93,13/7/2018,Jamie,85.5,118.5,116,,,
M8,94,13/7/2018,Jamie,89.5,122.5,118,,,
M8,95,13/7/2018,Jamie,86,100,95,,,
M8,96,13/7/2018,Jamie,94,124.5,118.5,,,
M8,97,13/7/2018,Jamie,93.5,119.5,115,,,
M8,98,13/7/2018,Jamie,122,156,149.5,,,
M8,99,13/7/2018,Jamie,90,126.5,122,,,
M8,100,13/7/2018,Jamie,85,142,134.5,,,
E1,1,16/7/2018,Jamie,89,90,,,,
E1,2,16/7/2018,Jamie,75.5,119.5,113,,,
E1,3,16/7/2018,Jamie,112,123,116,,,
E1,4,16/7/2018,Jamie,129.5,141,,,,
E1,5,16/7/2018,Jamie,95,126.5,117.5,,,
E1,6,16/7/2018,Jamie,138,158,150,,,
E1,7,16/7/2018,Jamie,76.5,99,93,,,
E1,8,16/7/2018,Jamie,87.5,108,101.5,,,
E1,9,16/7/2018,Jamie,117,158.5,150.5,,,
E1,10,16/7/2018,Jamie,124.5,126.5,,,,
E1,11,16/7/2018,Jamie,101,125.5,116,,,
E1,12,16/7/2018,Jamie,100.5,123,116.5,,,
E1,13,16/7/2018,Jamie,90,122,113,,,
E1,14,16/7/2018,Jamie,99,101,,,,
E1,15,16/7/2018,Jamie,104,120,113,,,
E1,16,16/7/2018,Jamie,105.5,110,,,,
E1,17,16/7/2018,Jamie,93.5,127.5,123.5,,,
E1,18,16/7/2018,Jamie,94.5,138,130,,,
E1,19,16/7/2018,Jamie,120,122,,,,
E1,20,16/7/2018,Jamie,90.5,123.5,123.5,,,
E1,21,16/7/2018,Jamie,152,160,,,,
E1,22,16/7/2018,Jamie,113,116,,,,
E1,23,16/7/2018,Jamie,74.5,116,111.5,,,
E1,24,16/7/2018,Jamie,103,132.5,125.5,,,
E1,25,16/7/2018,Jamie,96,114,108,,,
E1,26,16/7/2018,Jamie,139.5,147.5,,,,
E1,27,16/7/2018,Jamie,101,135,132,,,
E1,28,16/7/2018,Jamie,96.5,133,130,,,
E1,29,16/7/2018,Jamie,132.5,150,141.5,,,
E1,30,16/7/2018,Jamie,104.5,124.5,117,,,
E1,31,16/7/2018,Jamie,118,156.5,153,,,
E1,32,16/7/2018,Jamie,99,124.5,118.5,,,
E1,33,16/7/2018,Jamie,96.5,114,109,,,
E1,34,16/7/2018,Jamie,108,110.5,,,,
E1,35,16/7/2018,Jamie,109,126.5,120,,,
E1,36,16/7/2018,Jamie,119,154,146.5,,,
E1,37,16/7/2018,Jamie,96,129,121.5,,,
E1,38,16/7/2018,Jamie,117,131,125,,,
E1,39,16/7/2018,Jamie,63,105,103,,,
E1,40,16/7/2018,Jamie,108,138.5,127,,,
E1,41,16/7/2018,Jamie,89.5,136,131,,,
E1,42,16/7/2018,Jamie,98.5,115.5,109.5,,,
E1,43,16/7/2018,Jamie,103.5,140.5,133,,,
E1,44,16/7/2018,Jamie,111,120,114,,,
E1,45,16/7/2018,Jamie,110,122,116.5,,,
E1,46,16/7/2018,Jamie,88.5,132.5,125,,,
E1,47,16/7/2018,Jamie,96,117,108,,,
E1,48,16/7/2018,Jamie,116,130.5,123.5,,,
E1,49,16/7/2018,Jamie,96.5,139,130.5,,,
E1,50,16/7/2018,Jamie,103.5,110,,,,
E1,51,16/7/2018,Jamie,125.5,136.5,130.5,,,
E1,52,16/7/2018,Jamie,93.5,103,97,,,
E1,53,16/7/2018,Jamie,96.5,129.5,122.5,,,
E1,54,16/7/2018,Jamie,114.5,135.5,126.5,,,
E1,55,16/7/2018,Jamie,84,118,111,,,
E1,56,16/7/2018,Jamie,97.5,112.5,103,,,
E1,57,16/7/2018,Jamie,140.5,147,,,,
E1,58,16/7/2018,Jamie,93,113,107.5,,,
E1,59,16/7/2018,Jamie,74,94,84,,,
E1,60,16/7/2018,Jamie,135,164.5,156.5,,flowered,
E1,61,16/7/2018,Jamie,114.5,130.5,121,,,
E1,62,16/7/2018,Jamie,144,152.5,144,,,
E1,63,16/7/2018,Jamie,missing,,,,,
E1,64,16/7/2018,Jamie,89.5,114,109,,,
E1,65,16/7/2018,Jamie,120,144,137,,,
E1,66,16/7/2018,Jamie,116,150,142,,,
E1,67,16/7/2018,Jamie,97.5,125.5,119,,,
E1,68,16/7/2018,Jamie,113.5,146.5,137.5,,,
E1,69,16/7/2018,Jamie,102.5,135,127,,,
E1,70,16/7/2018,Jamie,117,169,158.5,,,
E1,71,16/7/2018,Jamie,153.5,158.5,,,,
E1,72,16/7/2018,Jamie,109,129,123,,,
E1,73,16/7/2018,Jamie,125,150.5,143.5,,,
E1,74,16/7/2018,Jamie,118,119.5,,,,
E1,75,16/7/2018,Jamie,126,156,147,,,
E1,76,16/7/2018,Jamie,135.5,168.5,161,,,
E1,77,16/7/2018,Jamie,114,130,123.5,,,
E1,78,16/7/2018,Jamie,103.5,130,123,,,
E1,79,16/7/2018,Jamie,116,122.5,,,,
E1,80,16/7/2018,Jamie,121,131.5,122,,,
E1,81,16/7/2018,Jamie,120.5,131,,,,
E1,82,16/7/2018,Jamie,112,116.5,,,,
E1,83,16/7/2018,Jamie,101.5,142.5,132.5,,,
E1,84,16/7/2018,Jamie,120,132,124.5,,flowered,
E1,85,16/7/2018,Jamie,90,96,,,,y
E1,86,16/7/2018,Jamie,99.5,121,112,,,
E1,87,16/7/2018,Jamie,121.5,139.5,128.5,,,
E1,88,16/7/2018,Jamie,98,133,123.5,,,
E1,89,16/7/2018,Jamie,85.5,97.5,91,,,
E1,90,16/7/2018,Jamie,93,119,111.5,,,
E1,91,16/7/2018,Jamie,31,,,,,
E1,92,16/7/2018,Jamie,78.5,96.5,90,,flowered,
E1,93,16/7/2018,Jamie,114.5,132.5,125.5,,,
E1,94,16/7/2018,Jamie,146,150.5,146.5,,,
E1,95,16/7/2018,Jamie,108,,,,,
E1,96,16/7/2018,Jamie,128,130,,,,
E1,97,16/7/2018,Jamie,118.5,125,,,,
E1,98,16/7/2018,Jamie,127,161,154,,,
E1,99,16/7/2018,Jamie,133,138,,,,
E1,100,16/7/2018,Jamie,140,135.5,127,,,
E1,101,16/7/2018,Jamie,126.5,134,130,,,
E1,102,16/7/2018,Jamie,138.5,157,148.5,,,
E1,103,16/7/2018,Jamie,145.5,151,,,,
E1,104,16/7/2018,Jamie,126,127,,,,
E1,105,16/7/2018,Jamie,124,146.5,139.5,,,
E1,106,16/7/2018,Jamie,122,138,129.5,,,
E1,107,16/7/2018,Jamie,117.5,126,,,,
E1,108,16/7/2018,Jamie,124.5,130,125,,,
E1,109,16/7/2018,Jamie,132,142,135.5,,,y
E1,110,16/7/2018,Jamie,120,138,130,,,
E1,111,16/7/2018,Jamie,107.5,122,114,,,
E1,112,16/7/2018,Jamie,129,155,146,,,
E1,113,16/7/2018,Jamie,140.5,151,143.5,,,
E1,114,16/7/2018,Jamie,110,124,116,,,
E1,115,16/7/2018,Jamie,177,184.5,,,,
E1,116,16/7/2018,Jamie,106,120,113,,,
E1,117,16/7/2018,Jamie,118,125.5,,,,
E1,118,16/7/2018,Jamie,105,126.5,116,,,
E1,119,16/7/2018,Jamie,74,,,,,
E1,120,16/7/2018,Jamie,126,146.5,138,,,
E1,121,16/7/2018,Jamie,105,122,116.5,,,
E1,122,16/7/2018,Jamie,85.5,98,92.5,,,
E1,123,16/7/2018,Jamie,102.5,,,,,
E1,124,16/7/2018,Jamie,102,106.5,,,,
E1,125,16/7/2018,Jamie,144.5,154.5,145.5,,,
E1,126,16/7/2018,Jamie,92,92.5,,,,
E1,127,16/7/2018,Jamie,71,82.5,78,,,
E1,128,16/7/2018,Jamie,71.5,111.5,104.5,,,
E1,129,16/7/2018,Jamie,98,101,,,flowered,
E1,130,16/7/2018,Jamie,116,135,128,,,
E1,131,16/7/2018,Jamie,76.5,102.5,98,,,
E1,132,16/7/2018,Jamie,113,115,,,,
E1,133,16/7/2018,Jamie,105,128.5,121,,,
E1,134,16/7/2018,Jamie,123,136,131,,,
E1,135,16/7/2018,Jamie,119.5,140,131.5,,,
E1,136,16/7/2018,Jamie,111,145.5,139,,,
E1,137,16/7/2018,Jamie,72,91.5,91.5,,,
E1,138,16/7/2018,Jamie,110,115,,,,
E1,139,16/7/2018,Jamie,96,119.5,115,,,
E1,140,16/7/2018,Jamie,113.5,122,115.5,,,
E1,141,16/7/2018,Jamie,141.5,146.5,,,,
E1,142,16/7/2018,Jamie,110,141,133,,,
E1,143,16/7/2018,Jamie,128,142,136,,,
E1,144,16/7/2018,Jamie,133.5,159,151,,,
E1,145,16/7/2018,Jamie,152,166,158,,,
E1,146,16/7/2018,Jamie,117,133.5,127,,,
E1,147,16/7/2018,Jamie,89.5,101,95.5,,,
E1,148,16/7/2018,Jamie,125.5,147.5,139.5,,,
E1,149,16/7/2018,Jamie,138,152,145,,,
E1,150,16/7/2018,Jamie,116,120.5,,,,
E1,151,16/7/2018,Jamie,115,121,,,,y
E1,152,16/7/2018,Jamie,109,137,131,,,
E1,153,16/7/2018,Jamie,105,111,,,,
E1,154,16/7/2018,Jamie,112,114.5,,,,
E1,155,16/7/2018,Jamie,107,115,109,,,
E1,156,16/7/2018,Jamie,41,,,,,
E1,157,16/7/2018,Jamie,94,123.5,115,,,
E1,158,16/7/2018,Jamie,111,141,132.5,,,
E1,159,16/7/2018,Jamie,112,113.5,,,,
E1,160,16/7/2018,Jamie,119,141.5,131,,,
E1,161,16/7/2018,Jamie,80,96.5,93,,,
E1,162,16/7/2018,Jamie,95,96.5,,,,
E1,163,16/7/2018,Jamie,85.5,132,127,,,
E1,164,16/7/2018,Jamie,79.5,,,,,
E1,165,16/7/2018,Jamie,97.5,130,124,,,
E1,166,16/7/2018,Jamie,97.5,100.5,,,,
E1,167,16/7/2018,Jamie,80.5,,,,,
E1,168,16/7/2018,Jamie,128.5,162,156.5,,flowered,
E1,169,16/7/2018,Jamie,118.5,141.5,132,,,
E1,170,16/7/2018,Jamie,107,143,135.5,,,
E1,171,16/7/2018,Jamie,86.5,87.5,,,,
E1,172,16/7/2018,Jamie,88,110,102.5,,,
E1,173,16/7/2018,Jamie,108.5,160,148,,,
E1,174,16/7/2018,Jamie,87,88,,,,
E1,175,16/7/2018,Jamie,76,105,110,,flowered,
E1,176,16/7/2018,Jamie,93.5,115,108,,,
E1,177,16/7/2018,Jamie,124,127,,,,
E1,178,16/7/2018,Jamie,92,136.5,131,,,
E1,179,16/7/2018,Jamie,107.5,127.5,121,,,
E1,180,16/7/2018,Jamie,137.5,153,141.5,,,
E1,181,16/7/2018,Jamie,110,134.5,126,,,
E1,182,16/7/2018,Jamie,98,102,,,flowered,
E1,183,16/7/2018,Jamie,87.5,128,126,,,
E1,184,16/7/2018,Jamie,106.5,131,125,,,
E1,185,16/7/2018,Jamie,108,138,130.5,,,
E1,186,16/7/2018,Jamie,122,145.5,139,,,
E1,187,16/7/2018,Jamie,95.5,,,,,
E1,188,16/7/2018,Jamie,110,155,148,,,
E1,189,16/7/2018,Jamie,100.5,114.5,109.5,,"flowered, eaten",
