date,measurer,block,pos,dmg.score,egg,larvae,adult,weevil,other.herb,undamaged.stems,damaged.stems,total.stems,focal.dam,notes
19-Jun-19,Claire,E3,78,1,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,79,1,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,80,1,0,0,0,NA,NA,12,0,12,0,
19-Jun-19,Claire,E3,81,1,0,0,0,NA,NA,6,0,6,0,
19-Jun-19,Claire,E3,82,2,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,83,1,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,84,0,0,0,0,NA,NA,6,0,6,0,
19-Jun-19,Claire,E3,85,1,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,86,1,1,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,87,1,0,0,0,NA,NA,2,0,2,0,
19-Jun-19,Claire,E3,88,0,0,0,0,NA,NA,1,1,2,1,
19-Jun-19,Claire,E3,89,1,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,90,0,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
19-Jun-19,Claire,E3,92,1,1,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,93,1,0,0,0,NA,NA,8,0,8,0,
19-Jun-19,Claire,E3,94,0,0,0,0,NA,NA,2,0,2,0,
19-Jun-19,Claire,E3,95,1,1,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,96,1,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,97,1,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,98,1,0,0,0,NA,NA,6,0,6,0,
19-Jun-19,Claire,E3,99,1,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,100,1,0,0,0,NA,NA,2,2,4,1,
19-Jun-19,Claire,E3,101,1,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
19-Jun-19,Claire,E3,103,2,0,0,0,NA,NA,8,0,8,0,
19-Jun-19,Claire,E3,104,2,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,105,1,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,106,2,1,0,0,NA,NA,7,0,7,0,
19-Jun-19,Claire,E3,107,1,0,0,0,NA,NA,2,0,2,0,
19-Jun-19,Claire,E3,108,1,0,0,0,NA,NA,1,0,1,0,
19-Jun-19,Claire,E3,109,3,1,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,110,0,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,111,1,0,0,0,NA,NA,7,0,7,0,
19-Jun-19,Claire,E3,112,1,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,113,2,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,114,2,1,0,0,NA,NA,2,0,2,0,
19-Jun-19,Claire,E3,115,1,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,116,2,1,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,117,1,1,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,118,2,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,119,1,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,120,0,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,121,1,1,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,122,1,0,0,0,NA,NA,6,0,6,0,
19-Jun-19,Claire,E3,123,0,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,124,2,1,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,125,1,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,126,2,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,127,1,0,0,0,NA,NA,1,1,2,1,
19-Jun-19,Claire,E3,128,1,0,0,0,NA,NA,8,0,8,0,
19-Jun-19,Claire,E3,129,2,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,130,1,0,0,0,NA,NA,1,0,1,0,
19-Jun-19,Claire,E3,131,1,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,132,0,0,0,0,NA,NA,2,0,2,0,
19-Jun-19,Claire,E3,133,2,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,134,0,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,135,1,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,136,1,0,0,0,NA,NA,2,0,2,0,
19-Jun-19,Claire,E3,137,0,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,138,2,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,139,1,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,140,1,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,141,0,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
19-Jun-19,Claire,E3,143,0,0,0,0,NA,NA,6,0,6,0,
19-Jun-19,Claire,E3,144,0,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,145,0,0,0,0,NA,NA,6,0,6,0,
19-Jun-19,Claire,E3,146,1,0,0,0,NA,NA,2,0,2,0,
19-Jun-19,Claire,E3,147,0,0,0,0,NA,NA,1,0,1,0,
19-Jun-19,Claire,E3,148,1,0,0,0,NA,NA,6,0,6,0,
19-Jun-19,Claire,E3,149,2,1,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,150,0,0,0,0,NA,NA,8,0,8,0,
19-Jun-19,Claire,E3,151,1,0,0,0,NA,NA,3,1,4,0,
19-Jun-19,Claire,E3,152,0,0,0,0,NA,NA,2,1,3,0,
19-Jun-19,Claire,E3,153,0,0,0,0,NA,NA,10,0,10,0,
19-Jun-19,Claire,E3,154,2,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
19-Jun-19,Claire,E3,156,1,0,0,0,NA,NA,9,0,9,0,
19-Jun-19,Claire,E3,157,1,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,158,0,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,159,0,0,0,0,NA,NA,2,0,2,0,
19-Jun-19,Claire,E3,160,0,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,161,1,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,162,1,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,163,0,0,0,0,NA,NA,6,0,6,0,
19-Jun-19,Claire,E3,164,1,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,165,1,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,166,0,0,0,0,NA,NA,6,0,6,0,
19-Jun-19,Claire,E3,167,0,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,168,0,0,0,0,NA,NA,6,0,6,0,
19-Jun-19,Claire,E3,169,1,0,0,0,NA,NA,1,0,1,0,
19-Jun-19,Claire,E3,170,0,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,171,1,0,0,0,NA,NA,8,0,8,0,
19-Jun-19,Claire,E3,172,0,0,0,0,NA,NA,5,1,6,0,
19-Jun-19,Claire,E3,173,0,0,0,0,NA,NA,7,0,7,0,
19-Jun-19,Claire,E3,174,0,0,0,0,NA,NA,2,0,2,0,
19-Jun-19,Claire,E3,175,0,0,0,0,NA,NA,9,0,9,0,
19-Jun-19,Claire,E3,176,1,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,177,0,0,0,0,NA,NA,2,0,2,0,
19-Jun-19,Claire,E3,178,1,0,0,0,NA,NA,2,0,2,0,
19-Jun-19,Claire,E3,179,1,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,180,1,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,181,0,1,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,182,2,1,0,0,NA,NA,2,0,2,0,
19-Jun-19,Claire,E3,183,0,0,0,0,NA,NA,6,0,6,0,
19-Jun-19,Claire,E3,184,1,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,185,1,0,0,0,NA,NA,3,1,4,0,
19-Jun-19,Claire,E3,186,1,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,187,0,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,188,1,0,0,0,NA,NA,1,0,1,0,
19-Jun-19,Claire,E3,189,0,0,0,0,NA,NA,2,0,2,0,
19-Jun-19,Claire,E3,190,0,0,0,0,NA,NA,7,0,7,0,
19-Jun-19,Claire,E3,191,1,0,0,0,NA,NA,2,0,2,0,
19-Jun-19,Claire,E3,192,0,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,193,0,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,194,1,0,0,0,NA,NA,6,0,6,0,
19-Jun-19,Claire,E3,195,0,0,0,0,NA,NA,8,0,8,0,
19-Jun-19,Claire,E3,196,1,0,0,0,NA,NA,4,1,5,0,
19-Jun-19,Claire,E3,197,0,0,0,0,NA,NA,7,0,7,0,
19-Jun-19,Claire,E3,198,2,0,0,0,NA,NA,7,0,7,0,
19-Jun-19,Claire,E3,199,1,0,0,0,NA,NA,7,0,7,0,
19-Jun-19,Claire,E3,200,0,0,0,0,NA,NA,4,1,5,0,
18-Jun-19,Claire,E5,1,3,1,0,0,NA,NA,3,1,4,0,
18-Jun-19,Claire,E5,2,1,1,0,0,NA,NA,2,1,3,0,
18-Jun-19,Claire,E5,3,3,1,0,0,NA,NA,4,1,5,0,
18-Jun-19,Claire,E5,4,2,1,0,0,NA,NA,7,0,7,0,
18-Jun-19,Claire,E5,5,1,1,0,0,NA,NA,1,0,1,0,
18-Jun-19,Claire,E5,6,2,1,0,0,NA,NA,8,2,10,0,
18-Jun-19,Claire,E5,7,1,1,0,0,NA,NA,3,0,3,0,
18-Jun-19,Claire,E5,8,2,1,0,0,NA,NA,8,0,8,0,
18-Jun-19,Claire,E5,9,2,1,0,0,NA,NA,10,0,10,0,
18-Jun-19,Claire,E5,10,2,1,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,11,2,1,0,0,NA,NA,5,2,7,0,
18-Jun-19,Claire,E5,12,2,1,0,1,NA,NA,6,0,6,0,
18-Jun-19,Claire,E5,13,2,0,0,0,NA,NA,7,0,7,0,
18-Jun-19,Claire,E5,14,2,1,0,0,NA,NA,2,2,4,0,
18-Jun-19,Claire,E5,15,2,1,0,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,16,2,1,0,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,17,3,1,0,1,NA,NA,8,0,8,0,
18-Jun-19,Claire,E5,18,2,1,0,0,NA,NA,3,0,3,0,
18-Jun-19,Claire,E5,19,2,1,0,0,NA,NA,2,0,2,0,
18-Jun-19,Claire,E5,20,1,1,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,21,2,1,0,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,22,1,1,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,23,2,1,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,24,2,1,0,0,NA,NA,0,2,2,1,
18-Jun-19,Claire,E5,25,1,1,0,0,NA,NA,8,0,8,0,
18-Jun-19,Claire,E5,26,2,1,0,0,NA,NA,2,1,3,0,
18-Jun-19,Claire,E5,27,0,0,0,0,NA,NA,1,0,1,0,
18-Jun-19,Claire,E5,28,2,1,0,1,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,29,3,1,1,1,NA,NA,3,0,3,0,
18-Jun-19,Claire,E5,30,1,1,0,0,NA,NA,3,0,3,0,
18-Jun-19,Claire,E5,31,2,1,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,32,2,0,0,0,NA,NA,2,1,3,1,
18-Jun-19,Claire,E5,33,2,1,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,34,2,1,0,0,NA,NA,7,1,8,0,
18-Jun-19,Claire,E5,35,2,1,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,36,2,1,0,0,NA,NA,3,0,3,0,
18-Jun-19,Claire,E5,37,2,1,1,0,NA,NA,6,0,6,0,
18-Jun-19,Claire,E5,38,3,1,0,0,NA,NA,4,1,5,0,
18-Jun-19,Claire,E5,39,3,1,0,0,NA,NA,1,0,1,0,
18-Jun-19,Claire,E5,40,2,1,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,41,2,1,0,0,NA,NA,2,1,3,0,
18-Jun-19,Claire,E5,42,1,1,0,0,NA,NA,9,0,9,0,
18-Jun-19,Claire,E5,43,2,1,0,0,NA,NA,2,0,2,0,
18-Jun-19,Claire,E5,44,2,1,0,0,NA,NA,6,2,8,0,
18-Jun-19,Claire,E5,45,2,1,0,0,NA,NA,0,6,6,0,
18-Jun-19,Claire,E5,46,1,1,0,0,NA,NA,8,0,8,0,
18-Jun-19,Claire,E5,47,2,0,0,0,NA,NA,1,3,4,0,
18-Jun-19,Claire,E5,48,2,1,0,1,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,49,1,0,0,0,NA,NA,3,0,3,0,
18-Jun-19,Claire,E5,50,1,1,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,51,2,1,0,0,NA,NA,7,1,8,0,
18-Jun-19,Claire,E5,52,2,1,0,0,NA,NA,8,0,8,0,
18-Jun-19,Claire,E5,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18-Jun-19,Claire,E5,54,2,1,0,0,NA,NA,6,0,6,0,
18-Jun-19,Claire,E5,55,2,1,0,0,NA,NA,3,0,3,0,
18-Jun-19,Claire,E5,56,1,1,0,0,NA,NA,5,1,6,1,
18-Jun-19,Claire,E5,57,1,1,0,0,NA,NA,4,3,7,0,
18-Jun-19,Claire,E5,58,2,1,0,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,59,2,1,0,1,NA,NA,3,0,3,0,
18-Jun-19,Claire,E5,60,2,1,0,0,NA,NA,6,0,6,0,
18-Jun-19,Claire,E5,61,3,1,1,0,NA,NA,7,0,7,0,
18-Jun-19,Claire,E5,62,1,1,0,0,NA,NA,2,0,2,0,
18-Jun-19,Claire,E5,63,2,1,0,0,NA,NA,5,2,7,1,
18-Jun-19,Claire,E5,64,2,1,0,1,NA,NA,4,1,5,0,
18-Jun-19,Claire,E5,65,2,1,0,0,NA,NA,3,1,4,0,
18-Jun-19,Claire,E5,66,3,1,0,0,NA,NA,2,1,3,0,
18-Jun-19,Claire,E5,67,2,1,0,0,NA,NA,2,1,3,0,
18-Jun-19,Claire,E5,68,2,1,0,0,NA,NA,7,0,7,0,
18-Jun-19,Claire,E5,69,2,1,0,0,NA,NA,6,0,6,0,
18-Jun-19,Claire,E5,70,2,1,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,71,3,1,0,0,NA,NA,6,1,7,0,
18-Jun-19,Claire,E5,72,3,1,0,0,NA,NA,1,1,2,1,
18-Jun-19,Claire,E5,73,2,1,0,0,NA,NA,10,0,10,0,
18-Jun-19,Claire,E5,74,2,1,0,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,75,2,1,0,1,NA,NA,6,1,7,0,
18-Jun-19,Claire,E5,76,3,1,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,77,0,0,0,0,NA,NA,5,1,6,1,
18-Jun-19,Claire,E5,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18-Jun-19,Claire,E5,79,2,1,0,0,NA,NA,6,0,6,0,
18-Jun-19,Claire,E5,80,2,1,1,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,81,2,1,0,0,NA,NA,7,0,7,0,
18-Jun-19,Claire,E5,82,2,1,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,83,1,1,0,0,NA,NA,11,0,11,0,
18-Jun-19,Claire,E5,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18-Jun-19,Claire,E5,85,2,1,0,0,NA,NA,6,0,6,0,
18-Jun-19,Claire,E5,86,3,1,1,0,NA,NA,14,4,18,1,
18-Jun-19,Claire,E5,87,2,1,0,0,NA,NA,2,3,5,1,
18-Jun-19,Claire,E5,88,2,1,0,0,NA,NA,2,3,5,1,
18-Jun-19,Claire,E5,89,2,1,1,0,NA,NA,6,3,9,0,
18-Jun-19,Claire,E5,90,2,1,0,0,NA,NA,9,0,9,0,
18-Jun-19,Claire,E5,91,2,1,0,0,NA,NA,4,1,5,0,
18-Jun-19,Claire,E5,92,1,0,0,0,NA,NA,6,1,7,0,
18-Jun-19,Claire,E5,93,1,0,0,0,NA,NA,3,4,7,1,
18-Jun-19,Claire,E5,94,0,0,0,0,NA,NA,2,1,3,0,
18-Jun-19,Claire,E5,95,1,0,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,96,1,0,0,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,97,0,0,0,0,NA,NA,13,0,13,0,
18-Jun-19,Claire,E5,98,2,1,0,0,NA,NA,2,0,2,0,
18-Jun-19,Claire,E5,99,2,1,0,0,NA,NA,10,2,12,0,
18-Jun-19,Claire,E5,100,2,1,0,0,NA,NA,4,1,5,0,
18-Jun-19,Claire,E5,101,1,0,0,0,NA,NA,2,0,2,0,
18-Jun-19,Claire,E5,102,1,0,0,0,NA,NA,7,0,7,0,
18-Jun-19,Claire,E5,103,1,0,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18-Jun-19,Claire,E5,105,2,0,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18-Jun-19,Claire,E5,107,2,1,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18-Jun-19,Claire,E5,109,1,0,0,0,NA,NA,3,0,3,0,
18-Jun-19,Claire,E5,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18-Jun-19,Claire,E5,111,1,0,0,0,NA,NA,1,0,1,0,
18-Jun-19,Claire,E5,112,2,1,0,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,113,1,0,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,114,1,1,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,115,2,1,0,0,NA,NA,13,0,13,0,
18-Jun-19,Claire,E5,116,1,1,0,0,NA,NA,3,1,4,0,
18-Jun-19,Claire,E5,117,2,1,0,0,NA,NA,10,0,10,0,
18-Jun-19,Claire,E5,118,2,1,0,0,NA,NA,8,2,10,0,
18-Jun-19,Claire,E5,119,2,1,0,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,120,3,1,0,0,NA,NA,9,0,9,0,
18-Jun-19,Claire,E5,121,1,0,0,0,NA,NA,1,1,2,0,
18-Jun-19,Claire,E5,122,2,1,0,0,NA,NA,12,0,12,0,
18-Jun-19,Claire,E5,123,2,0,0,0,NA,NA,4,4,8,0,
18-Jun-19,Claire,E5,124,1,1,0,0,NA,NA,6,1,7,0,
18-Jun-19,Claire,E5,125,2,1,0,0,NA,NA,10,0,10,0,
18-Jun-19,Claire,E5,126,0,0,0,0,NA,NA,6,4,10,0,
18-Jun-19,Claire,E5,127,2,1,0,0,NA,NA,1,1,2,0,
18-Jun-19,Claire,E5,128,1,1,0,0,NA,NA,3,0,3,0,
18-Jun-19,Claire,E5,129,2,1,0,0,NA,NA,3,0,3,0,
18-Jun-19,Claire,E5,130,2,1,0,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,131,2,1,0,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,132,1,1,0,0,NA,NA,8,0,8,0,
18-Jun-19,Claire,E5,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18-Jun-19,Claire,E5,134,2,1,0,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18-Jun-19,Claire,E5,136,1,0,0,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,137,2,1,1,0,NA,NA,10,0,10,0,
18-Jun-19,Claire,E5,138,2,1,1,1,NA,NA,5,1,6,0,
18-Jun-19,Claire,E5,139,2,1,0,1,NA,NA,2,0,2,0,
18-Jun-19,Claire,E5,140,0,0,0,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,141,3,1,0,0,NA,NA,3,1,4,0,
18-Jun-19,Claire,E5,142,2,1,1,0,NA,NA,10,1,11,0,
18-Jun-19,Claire,E5,143,2,1,0,0,NA,NA,4,1,5,0,
18-Jun-19,Claire,E5,144,2,1,0,0,NA,NA,7,0,7,0,
18-Jun-19,Claire,E5,145,2,1,0,0,NA,NA,8,0,8,0,
18-Jun-19,Claire,E5,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18-Jun-19,Claire,E5,147,1,1,0,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,148,1,0,0,0,NA,NA,13,0,13,0,
18-Jun-19,Claire,E5,149,2,1,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,150,1,1,0,0,NA,NA,2,0,2,0,
18-Jun-19,Claire,E5,151,2,1,0,0,NA,NA,6,0,6,0,
18-Jun-19,Claire,E5,152,2,1,0,0,NA,NA,6,0,6,0,
18-Jun-19,Claire,E5,153,1,0,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,154,2,1,0,0,NA,NA,2,0,2,0,
18-Jun-19,Claire,E5,155,2,1,0,0,NA,NA,6,1,7,0,
18-Jun-19,Claire,E5,156,2,1,1,0,NA,NA,7,0,7,0,
18-Jun-19,Claire,E5,157,2,1,0,0,NA,NA,2,0,2,0,
18-Jun-19,Claire,E5,158,2,1,1,0,NA,NA,3,1,4,0,
18-Jun-19,Claire,E5,159,2,1,1,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,160,2,1,1,0,NA,NA,9,0,9,0,
18-Jun-19,Claire,E5,161,2,1,0,1,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,162,1,1,0,0,NA,NA,6,0,6,0,
18-Jun-19,Claire,E5,163,1,1,0,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,164,1,0,0,0,NA,NA,4,2,6,0,
18-Jun-19,Claire,E5,165,2,1,0,0,NA,NA,2,1,3,0,
18-Jun-19,Claire,E5,166,1,1,1,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,167,2,1,0,0,NA,NA,2,0,2,0,
18-Jun-19,Claire,E5,168,2,0,0,0,NA,NA,3,0,3,0,
18-Jun-19,Claire,E5,169,1,0,0,0,NA,NA,1,0,1,0,
18-Jun-19,Claire,E5,170,2,1,0,0,NA,NA,3,0,3,0,
18-Jun-19,Claire,E5,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18-Jun-19,Claire,E5,172,1,1,0,0,NA,NA,1,0,1,0,
18-Jun-19,Claire,E5,173,2,1,1,0,NA,NA,12,0,12,0,
18-Jun-19,Claire,E5,174,2,0,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,175,1,1,0,0,NA,NA,2,0,2,0,
18-Jun-19,Claire,E5,176,2,1,0,0,NA,NA,3,0,3,0,
18-Jun-19,Claire,E5,177,1,0,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,178,1,1,0,0,NA,NA,1,0,1,0,
18-Jun-19,Claire,E5,179,2,0,0,0,NA,NA,4,1,5,1,
18-Jun-19,Claire,E5,180,2,1,1,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,181,2,1,0,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,182,2,1,0,0,NA,NA,5,1,6,0,
18-Jun-19,Claire,E5,183,1,1,1,0,NA,NA,6,0,6,0,
18-Jun-19,Claire,E5,184,2,1,0,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,185,3,1,1,0,NA,NA,6,0,6,0,
18-Jun-19,Claire,E5,186,0,0,0,0,NA,NA,5,2,7,0,
18-Jun-19,Claire,E5,187,2,1,1,0,NA,NA,5,1,6,0,
18-Jun-19,Claire,E5,188,2,1,1,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,189,2,1,0,0,NA,NA,3,0,3,0,
18-Jun-19,Claire,E5,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18-Jun-19,Claire,E5,191,2,1,0,0,NA,NA,9,1,10,0,
18-Jun-19,Claire,E5,192,2,1,1,0,NA,NA,7,1,8,0,
18-Jun-19,Claire,E5,193,1,1,0,0,NA,NA,7,0,7,0,
18-Jun-19,Claire,E5,194,2,1,0,0,NA,NA,2,0,2,0,
18-Jun-19,Claire,E5,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18-Jun-19,Claire,E5,196,2,1,0,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E5,197,1,1,0,0,NA,NA,8,1,9,0,
18-Jun-19,Claire,E5,198,2,1,1,0,NA,NA,5,0,5,0,
18-Jun-19,Claire,E5,199,2,1,0,1,NA,NA,7,0,7,0,
18-Jun-19,Claire,E5,200,1,1,1,0,NA,NA,8,1,9,0,
18-Jun-19,Claire,E6,1,1,0,0,0,NA,NA,9,2,11,0,
18-Jun-19,Claire,E6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18-Jun-19,Claire,E6,3,1,0,0,0,NA,NA,4,1,5,1,
18-Jun-19,Claire,E6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18-Jun-19,Claire,E6,5,0,0,0,0,NA,NA,8,0,8,0,
18-Jun-19,Claire,E6,6,1,0,0,0,NA,NA,7,0,7,0,
18-Jun-19,Claire,E6,7,0,0,0,0,NA,NA,5,2,7,0,
18-Jun-19,Claire,E6,8,0,0,0,0,NA,NA,3,0,3,0,
18-Jun-19,Claire,E6,9,0,0,0,0,NA,NA,4,0,4,0,
18-Jun-19,Claire,E6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18-Jun-19,Claire,E6,11,0,0,0,0,NA,NA,11,1,12,0,
18-Jun-19,Claire,E6,12,0,0,0,0,NA,NA,7,0,7,0,
18-Jun-19,Claire,E6,13,0,0,0,0,NA,NA,8,0,8,0,
18-Jun-19,Claire,E6,14,1,0,0,1,NA,NA,2,0,2,0,
18-Jun-19,Claire,E6,15,0,0,0,0,NA,NA,7,0,7,0,
18-Jun-19,Claire,E6,16,0,0,0,0,NA,NA,7,0,7,0,
18-Jun-19,Claire,E6,17,0,0,0,0,NA,NA,3,1,4,0,
18-Jun-19,Claire,E6,18,1,0,0,0,NA,NA,5,1,6,0,
18-Jun-19,Claire,E6,19,0,0,0,0,NA,NA,4,1,5,0,
18-Jun-19,Claire,E6,20,0,0,0,0,NA,NA,6,0,6,0,
18-Jun-19,Claire,E6,21,1,0,0,0,NA,NA,8,2,10,0,
